kode_desa,slope_deg,slope_deg_max,elev_m_mean,elev_m_max,rain_mm,catch_km2,wind50,feedstock,dist_grid_m,wdpa_overlap_frac,in_pa,treecover_pct_2000,forest_loss_pct,primary_forest_frac,high_forest,catch_eff,head_eff,Q_eff,hydro_kw,hydro_grade,tech,rationale,name,kecamatan,kabupaten,l1_class,esdm_hydro_dist_m,esdm_hydro_mw,esdm_hydro_class,esdm_hydro_desa,esdm_hydro_kab,esdm_offgrid_dist_m,esdm_offgrid_type,esdm_offgrid_kw,esdm_offgrid_desa,esdm_offgrid_year,esdm_substation_dist_m,esdm_substation_name,esdm_substation_mva,esdm_substation_kv,esdm_substation_status,esdm_powerplant_dist_m,esdm_powerplant_name,esdm_powerplant_mw,esdm_powerplant_type,esdm_powerplant_fuel,esdm_solar_zone,esdm_solar_kwh_m2,esdm_solar_pot_gwp,lat,lon
81.01.01.1009,2.1585659318629893,12.840074151538508,48.73414518323989,105.0,3474.6493990321737,371.7,0.9950831874757187,0.6223870904260556,6016.6052590933705,0.0,False,96.59274241148371,50.300108235757165,0.0,False,25.0,18.845958412216998,0.13772551207477857,12.73126728339089,marginal,solar_battery,uniform equatorial irradiance; no discriminating alternative,Hollo,Amahai,Maluku Tengah,intermittent,6296.6826200354935,0,Mikro Hidro Kelas A (PLTMH),Nuweletetu,Maluku Tengah,152794.70722373686,PLTMH,30.0,Tahalupu,2014,90238.51936126866,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,17283.795275471537,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.25099993,0.17429100000000003,-3.2444118552572268,129.08936575076467
81.01.01.2001,20.157544348559195,59.33737397841955,790.792645507353,1762.0,5905.665928931654,134.60999999999999,0.8745642683582586,0.9956898973400595,25177.28424592295,0.4309154291437345,True,99.74350949757518,37.60155316606931,0.0,False,25.0,60.0,0.2340842976650358,68.89100880282004,moderate,resource_present_but_screened,"43% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Tamilouw,Amahai,Maluku Tengah,intermittent,2601.5528970287396,0,Mikro Hidro Kelas A (PLTMH),Tamilouw,Maluku Tengah,175974.73146282494,PLTMH,30.0,Tahalupu,2014,112124.09224422797,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,25041.097579684192,PLTD Tehoru,1.7000000000000002,PLTD,HSD,True,2.78200006,0.11406200000000001,-3.242390875686588,129.29818883159496
81.01.01.2002,10.46175316907906,33.096883931335064,126.2263726650174,499.0,3912.402966305136,37.8,1.1260747917188518,0.886149139687671,1408.4018868916642,0.0,False,97.6929331795643,50.22709370338716,0.0,False,25.0,60.0,0.15507685527274925,45.6391185067701,moderate,grid_extension,1.4 km from a reliably-lit settlement,Sepa,Amahai,Maluku Tengah,intermittent,8734.62961886864,0,Mikro Hidro Kelas A (PLTMH),Nuweletetu,Maluku Tengah,151484.90523020033,PLTMH,30.0,Tahalupu,2014,88014.72423372493,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,15115.70800218184,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.33549976,0.177755,-3.2679486865785714,129.07712059657797
81.01.01.2003,11.663395285119382,46.815370653097006,191.87226991373623,446.0,4508.3122169287235,7.9799999999999995,1.3639089817389516,0.9310969125615384,1408.297331886985,0.0,False,97.89288343314168,55.147075147075164,0.0,False,7.9799999999999995,60.0,0.057040099396073074,16.786901252264308,marginal,grid_extension,1.4 km from a reliably-lit settlement,Rutah,Amahai,Maluku Tengah,intermittent,15005.10220291418,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,143796.34841555904,PLTMH,30.0,Tahalupu,2014,77778.44037632202,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,7303.830344500494,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.43949986,0.182019,-3.3377374348567836,129.003906835248
81.01.01.2004,2.052428229615737,12.257392280678484,9.401253794377721,35.0,3583.9964879632,5.46,,0.41850916496945023,0.0,0.0,False,49.67983706720977,89.62011771000536,0.0,False,5.46,17.91848005623001,0.03102584478735266,2.726865987049595,none,grid_extension,0.0 km from a reliably-lit settlement,Soahuku,Amahai,Maluku Tengah,intermittent,18701.66199874144,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,135424.6544373059,PLTMH,30.0,Tahalupu,2014,69499.38450171503,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,4734.256611265758,PLTD BGP Masohi,2.6,PLTD,HSD,True,4.472000120000001,0.18335199000000002,-3.3445689974609953,128.92758644794057
81.01.01.2005,6.263780517808497,26.646043966443052,173.49942203400337,387.0,4204.3315751623395,4.83,1.3639089817389516,0.8064749256809525,0.0,0.0,False,89.85086411656458,53.38185256503164,0.0,False,4.83,54.880609142986344,0.032196412842519825,8.66693266392621,none,grid_extension,0.0 km from a reliably-lit settlement,Amahai,Amahai,Maluku Tengah,intermittent,13367.57109345973,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,140887.20479723788,PLTMH,30.0,Tahalupu,2014,75927.25971206122,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,3847.648981814383,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.40700006,0.18068700000000001,-3.3169480883435707,128.9792070818221
81.01.01.2007,1.6795112182894656,6.6122172297722095,10.360830313824234,28.0,3924.5475823521615,29.189999999999998,1.3639089817389516,0.6697450828746038,497.9269995441099,0.0,False,91.5180737506065,94.9733527131783,0.0,False,25.0,14.660699610726587,0.15555823433346658,11.186306435863736,marginal,grid_extension,0.5 km from a reliably-lit settlement,Sehati,Amahai,Maluku Tengah,intermittent,9021.475935789707,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,140658.04787895636,PLTMH,30.0,Tahalupu,2014,77693.1496583755,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,5083.633795304601,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.329,0.177489,-3.274170179462147,128.97935262950037
81.01.01.2021,21.337504904975386,60.47488764105568,209.1709347557544,756.0,2435.1645045356927,9.03,1.3732418511459128,0.9550797876524482,8865.415284794899,0.03640546108136123,False,73.35965781667603,39.841085345172566,0.0,False,9.03,60.0,0.0348641797881109,10.260528111641037,marginal,solar_biomass_hybrid,96% cropland/tree cover - sago/coconut residue,Nua Nea,Amahai,Maluku Tengah,intermittent,156155.73082272947,0,Mikro Hidro Kelas A (PLTMH),Wanuwui,Maluku Barat Daya,204598.82483750107,PLTS Terpusat,15.0,Wunlah,2012,339328.6501852167,GI 150 kV Sirimau,0.0,150 kV,Operasi,154918.27023275977,PLTD Tepa,1.1,PLTD,HSD,False,,,-6.480076798264099,129.46185936945267
81.01.01.2022,6.887506545380284,20.70286184898827,86.61110934093196,152.0,3979.8170408356896,11.549999999999999,1.3639089817389516,0.8978194897156345,3520.875579135111,0.0,False,97.77674251523895,72.24981604120677,0.0,False,11.549999999999999,60.0,0.07288002096279207,21.44859016934971,marginal,grid_extension,3.5 km from a reliably-lit settlement,Hatuhenu,Amahai,Maluku Tengah,intermittent,8627.11815872073,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,146942.66195435092,PLTMH,30.0,Tahalupu,2014,83268.5932256478,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,10349.879122600589,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.33549976,0.177755,-3.2795988490384573,129.03580491773963
81.01.01.2023,14.820918773771632,67.21999360548335,421.7381968604557,1436.0,4659.304052634092,871.7099999999999,0.9209323493001931,0.9849142396661633,1795.3286520161148,0.21805176306627908,True,99.6253545351735,71.94232183145452,0.0,False,25.0,60.0,0.184681952872673,54.35189873042767,moderate,resource_present_but_screened,"22% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Nuweletetu,Amahai,Maluku Tengah,intermittent,2965.6766743060634,0,Mini Hidro (PLTM),Nuweletetu,Maluku Tengah,157085.55730081626,PLTMH,30.0,Tahalupu,2014,96708.29588341358,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,24132.617252184016,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,3.84150004,0.157502,-3.185706745893658,129.12737717346303
81.01.02.2001,3.1680240678785947,13.677473798989878,20.448861999423794,106.0,3211.11665430069,370.44,0.8520550676345926,0.7209035064917299,3520.997284151182,0.0,False,92.0637526506601,44.40106200218648,0.0,False,25.0,27.67443373463079,0.12727980142934622,17.277354491177764,marginal,grid_extension,3.5 km from a reliably-lit settlement,Usliapan,Teon Nila Serua,Maluku Tengah,intermittent,5104.442118674803,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,139997.53784256033,PLTMH,30.0,Tahalupu,2014,80291.33617948553,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,11181.634944823123,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.28999996,0.17589000000000002,-3.2091791042362225,128.97398964374304
81.01.02.2002,2.4286859022311806,9.32009979247414,16.97562282346638,32.0,3211.11665430069,5.88,0.8520550676345926,0.8442319834039864,4481.469095062466,0.0,False,95.98641091936746,42.30205278592376,0.0,False,5.88,21.206985770486153,0.029936209296182233,3.1139724301983485,none,grid_extension,4.5 km from a reliably-lit settlement,Kuralele,Teon Nila Serua,Maluku Tengah,intermittent,4937.311065782383,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,140301.76446823427,PLTMH,30.0,Tahalupu,2014,80230.32482637807,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,10581.25349863413,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.30950022,0.17669,-3.215711617640967,128.97682267652667
81.01.02.2003,2.9823150937008585,16.3057980346349,31.94331196108778,106.0,3211.11665430069,1.26,0.8520550676345926,0.8658732974861476,3485.602010413696,0.0,False,95.02402008952949,52.76254744833404,0.0,False,1.26,26.049138339722514,0.006414901992039049,0.819638593536427,none,grid_extension,3.5 km from a reliably-lit settlement,Kokroman,Teon Nila Serua,Maluku Tengah,intermittent,3404.2785544424646,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,141773.44234440412,PLTMH,30.0,Tahalupu,2014,81739.09784147397,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,11544.315149503356,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.27050018,0.17509100000000002,-3.2116557040697313,128.9900266731291
81.01.02.2004,1.8333981573473235,5.570509452047283,29.33169051809903,42.0,3358.165918870392,1.05,0.8520550676345926,0.9106386999244142,2226.859896805365,0.0,False,93.60813441439397,34.09648405560098,0.0,False,1.05,16.004880146876058,0.005590553993553259,0.43888049917825744,none,grid_extension,2.2 km from a reliably-lit settlement,Messa,Teon Nila Serua,Maluku Tengah,intermittent,2921.423573662387,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,142891.50410485317,PLTMH,30.0,Tahalupu,2014,82256.05723175587,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,11132.043887943557,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.28999996,0.17589000000000002,-3.2214216727300715,129.00020318925493
81.01.02.2005,2.2076312648623304,7.737569099337937,37.54018941233608,50.0,3451.3522567979844,1.05,0.8520550676345926,0.7656874500399677,1574.6311075931403,0.0,False,87.4943792155883,42.02898550724638,0.0,False,1.05,19.274756463347998,0.005745687261602429,0.5432126747549534,none,grid_extension,1.6 km from a reliably-lit settlement,Ameth,Teon Nila Serua,Maluku Tengah,intermittent,1977.183035229979,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,143333.95980771375,PLTMH,30.0,Tahalupu,2014,83092.1856036513,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,12212.769252682398,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.25099993,0.17429100000000003,-3.2123872925595176,129.0040946914911
81.01.02.2006,5.464655069818952,19.464744247629984,66.66904190842048,135.0,3632.7002995956004,78.11999999999999,0.8520550676345926,0.8721448844438437,1408.4018868916642,0.0,False,93.59535100867384,62.28027737461703,0.0,False,25.0,47.83324009512256,0.14399021354941974,33.783278026961376,moderate,grid_extension,1.4 km from a reliably-lit settlement,Waru,Teon Nila Serua,Maluku Tengah,intermittent,1466.2903340766475,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,143764.68793079292,PLTMH,30.0,Tahalupu,2014,84176.29643915276,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,13785.803321191404,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.21850014,0.172959,-3.1980796820223762,129.0076969559328
81.01.02.2007,2.0671131877364415,6.535027365458354,44.895903370719665,57.0,3471.1012084364893,80.22,0.8520550676345926,0.6913017925359978,995.8862886896275,0.0,False,73.07084878980423,49.92175273865415,0.0,False,25.0,18.046796254520068,0.1375848715926437,12.178948942876746,marginal,grid_extension,1.0 km from a reliably-lit settlement,Bumey,Teon Nila Serua,Maluku Tengah,intermittent,973.8705925354632,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,144221.51306754554,PLTMH,30.0,Tahalupu,2014,84095.06433420733,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,13094.137722450016,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.23799992,0.17375800000000002,-3.208054819200084,129.01202278803322
81.01.02.2008,1.9889673821970995,6.033640331162067,39.728133601741916,57.0,3471.1012084364893,0.63,0.8520550676345926,0.7913242009132417,497.94314434481373,0.0,False,95.07140501737561,43.03621169916435,0.0,False,0.63,17.363990233087605,0.0034671387641346213,0.29529749864043164,none,grid_extension,0.5 km from a reliably-lit settlement,Sifluru,Teon Nila Serua,Maluku Tengah,intermittent,1589.9429393492285,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,144326.80954414094,PLTMH,30.0,Tahalupu,2014,83784.58954582301,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,12402.050380318073,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.27050018,0.17509100000000002,-3.216425313349797,129.01308805358644
81.01.02.2009,4.714295959711185,25.645589073338616,77.446840313606,265.0,3656.8406241717175,42.21,0.8520550676345926,0.863890707780225,0.0,0.0,False,90.26449104968958,25.97639043871499,0.0,False,25.0,41.23308450315907,0.14494706938783128,29.31529540051594,marginal,grid_extension,0.0 km from a reliably-lit settlement,Layeni,Teon Nila Serua,Maluku Tengah,intermittent,352.21623887777463,0,Mikro Hidro Kelas B (PLTMH),Layeni,Maluku Tengah,145841.03168681022,PLTMH,30.0,Tahalupu,2014,85923.95116661792,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,14744.566481514199,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.19899988,0.172159,-3.200100182116831,129.0264530161016
81.01.02.2010,2.2738032111343935,9.20949701000089,37.24002044006252,54.0,3471.1012084364893,2.1,0.8520550676345926,0.9054926702542215,497.9420774547979,0.0,False,97.96804542671047,34.83884648006785,0.0,False,2.1,19.85309977849824,0.011557129213782073,1.125426937424812,none,grid_extension,0.5 km from a reliably-lit settlement,Wotay,Teon Nila Serua,Maluku Tengah,intermittent,2140.7215213185227,0,Mikro Hidro Kelas A (PLTMH),Layeni,Maluku Tengah,144709.8504648207,PLTMH,30.0,Tahalupu,2014,83827.36680636254,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,12094.882976296934,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.27050018,0.17509100000000002,-3.22272030700415,129.01659047247222
81.01.02.2012,1.8936672707898696,7.511329172201761,48.04510769230767,60.0,3471.1012084364893,1.89,0.8520550676345926,0.7720124591658436,1574.6311075931403,0.0,False,96.11507876209289,35.306666666666665,0.0,False,1.89,16.531384200894994,0.010401416292403865,0.8434138129643834,none,grid_extension,1.6 km from a reliably-lit settlement,Lesluru,Teon Nila Serua,Maluku Tengah,intermittent,2231.1631976585068,0,Mikro Hidro Kelas B (PLTMH),Layeni,Maluku Tengah,147337.02361100115,PLTMH,30.0,Tahalupu,2014,86645.46700052368,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,14651.468185381491,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.20550013,0.172426,-3.2131900593325358,129.040165809826
81.01.02.2016,6.785776033391353,26.50558846061434,79.25907900669115,177.0,3463.910296285178,287.7,0.8520550676345926,0.8630412184926608,2226.8789117282513,0.0,False,97.11192533396242,47.335861840409486,0.0,False,25.0,59.495501589809706,0.1372998436820292,40.067586648857805,moderate,grid_extension,2.2 km from a reliably-lit settlement,Nakupia,Teon Nila Serua,Maluku Tengah,intermittent,3167.309677327279,0,Mikro Hidro Kelas A (PLTMH),Nuweletetu,Maluku Tengah,142065.31645383453,PLTMH,30.0,Tahalupu,2014,83059.68786300997,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,13810.022427333504,PLTMG Seram Unit 2,11.918,PLTMG,Gas,True,4.21199989,0.172692,-3.190410836828955,128.99216880938707
81.01.06.2001,4.9290919885324715,28.370676959796175,56.69054594563686,227.0,2838.107222318287,451.5,0.564333993793828,0.9283200258830869,0.0,0.003729301180934869,False,93.3087328650925,51.66809838082214,0.0,False,25.0,43.120873439185445,0.112494737059166,23.79352382117995,marginal,grid_extension,0.0 km from a reliably-lit settlement,Wahai,Seram Utara,Maluku Tengah,intermittent,10575.702289948027,0,Mikro Hidro Kelas A (PLTMH),Manusela,Maluku Tengah,192412.81227102093,PLTMH,30.0,Tahalupu,2014,141685.86765216358,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,11958.947288194884,PLTD Wahai,1.0,PLTD,HSD,True,4.03649998,0.16549601000000003,-2.852393603693211,129.40434404000248
81.01.06.2002,3.818404506859719,25.214952867366293,14.03834039037489,73.0,2658.066415262014,28.56,,0.8561453849832616,2053.446375152027,0.0,False,89.50690083830045,49.15254237288135,0.0,False,25.0,33.37128497229251,0.10535841638373661,17.245713841805376,marginal,grid_extension,2.1 km from a reliably-lit settlement,Air Besar,Seram Utara,Maluku Tengah,intermittent,8193.575285229184,0,Mikro Hidro Kelas A (PLTMH),Manusela,Maluku Tengah,206173.5443194838,PLTMH,30.0,Tahalupu,2014,155440.81073734758,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,3022.389641483447,PLTD Wahai,1.0,PLTD,HSD,True,4.35500002,0.17855500000000002,-2.8037763837174667,129.52027681652638
81.01.06.2003,3.076614160034146,21.89806736064151,22.073608141549762,86.0,2379.960967337098,511.34999999999997,0.9813381080164296,0.7130561220011422,4015.2776698037956,0.633572789441033,True,81.95933359369468,58.88840231580169,0.0,False,25.0,26.874358017550126,0.09433508400467314,12.435130597776322,marginal,resource_present_but_screened,"63% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Pasahari,Seram Utara,Maluku Tengah,intermittent,13979.633127743882,0,Mikro Hidro Kelas A (PLTMH),Manusela,Maluku Tengah,215917.56657541412,PLTMH,30.0,Tahalupu,2014,162844.473808509,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,14435.743156669816,PLTD Wahai,1.0,PLTD,HSD,True,4.26399994,0.174824,-2.8370028790088857,129.61752374681114
81.01.06.2007,11.380204384471595,65.84328060075977,300.2867077808784,1707.0,4046.654226805691,388.5,0.6123630363012903,0.9916294554537636,5005.0940925221375,0.49885431246800355,True,98.40447221118296,66.2394393006877,0.0,False,25.0,60.0,0.16039820470278776,47.20519164403044,moderate,resource_present_but_screened,"50% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Manusela,Seram Utara,Maluku Tengah,dark_settled,1441.9495202721562,0,Mikro Hidro Kelas C (PLTMH),Manusela,Maluku Tengah,208180.8986683081,PLTMH,30.0,Tahalupu,2014,150872.29136298384,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,22954.427280441945,PLTD Wahai,1.0,PLTD,HSD,True,3.4124999,0.13991299,-2.985570422721266,129.57213058822924
81.01.06.2010,14.134995562910966,69.6399785149381,639.9867235726591,2008.0,5683.505820691345,246.75,0.6344300443945967,0.9974494001719089,11656.450252971528,0.1803289698351985,True,99.47428207776515,85.84516144124544,0.0,False,25.0,60.0,0.2252784841407973,66.29945788263666,moderate,resource_present_but_screened,"18% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Kanikeh,Seram Utara,Maluku Tengah,intermittent,1284.3802358100543,0,Mikro Hidro Kelas C (PLTMH),Kanikeh,Maluku Tengah,210349.19683235933,PLTMH,30.0,Tahalupu,2014,148713.0762820803,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,26001.460996213857,PLTD Tehoru,1.7000000000000002,PLTD,HSD,True,3.4254999199999996,0.14044601,-3.119362743339974,129.60454631053577
81.01.06.2011,6.981167107563547,43.40206985687482,98.2158562681034,333.0,2988.443803749716,399.63,0.5240232646960642,0.995168095416565,8107.23648103193,0.0,False,99.34444383485706,56.71313520374669,0.0,False,25.0,60.0,0.11845366421509214,34.860913378501614,moderate,micro_hydro,"~35 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Roho,Seram Utara,Maluku Tengah,dark_settled,9085.437544883855,0,Mikro Hidro Kelas C (PLTMH),Kanikeh,Maluku Tengah,191536.04565408663,PLTMH,30.0,Tahalupu,2014,137793.20747726754,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,17883.99221646846,PLTD Wahai,1.0,PLTD,HSD,True,3.6270000899999997,0.148707,-2.9321935112214956,129.41227078662806
81.01.06.2012,17.088550449480785,67.06744170717849,690.7519142416024,2066.0,5873.627234735738,400.46999999999997,0.49406340016465594,0.9966313141408084,19446.8398280254,0.596006462505226,True,99.78676547042758,38.28093059476299,0.0,False,25.0,60.0,0.23281437225455584,68.5172697545158,moderate,resource_present_but_screened,"60% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Huaulu,Seram Utara,Maluku Tengah,dark_settled,7130.051673243003,0,Mikro Hidro Kelas A (PLTMH),Nuweletetu,Maluku Tengah,171406.9745529439,PLTMH,30.0,Tahalupu,2014,116626.08460033553,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,30661.57015316425,PLTD Pasanea,1.6,PLTD,HSD,True,2.9509999799999997,0.120991,-3.0193319655133997,129.24251840781108
81.01.06.2021,2.775506588388668,8.859554214851913,11.615985130111524,22.0,3089.593536928296,,,0.6227741330834116,,0.017322097378277154,False,65.33149171270719,64.04494382022472,0.0,False,,24.239827557503638,,,none,solar_battery,uniform equatorial irradiance; no discriminating alternative,Rumahsokat,Seram Utara,Maluku Tengah,intermittent,15118.642722185117,0,Mikro Hidro Kelas A (PLTMH),Manusela,Maluku Tengah,190172.3050008824,PLTMH,30.0,Tahalupu,2014,141327.4814746297,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,13545.061457515536,PLTD Wahai,1.0,PLTD,HSD,True,4.27050018,0.17509100000000002,-2.814514717958859,129.37460530870385
81.01.06.2022,7.507135289928468,67.68643614280612,95.51123283707501,1619.0,3709.5450867596273,424.2,0.509060538049246,0.9717472790452552,23252.057744960985,0.08501127936962677,False,98.50924826150444,37.344221335202164,0.0,False,25.0,60.0,0.14703612881942968,43.272732711558156,moderate,micro_hydro,"~43 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Sawai,Seram Utara,Maluku Tengah,intermittent,13900.144097764069,0,Mikro Hidro Kelas A (PLTMH),Nuweletetu,Maluku Tengah,173107.1118616318,PLTMH,30.0,Tahalupu,2014,121090.73441476468,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,25691.23159087457,PLTD Pasanea,1.6,PLTD,HSD,True,3.5750000500000003,0.146575,-2.950436981633178,129.2469447441539
81.01.06.2044,5.90990020288262,14.215078565137565,21.664613470213098,74.0,2713.2220994234085,0.84,0.53071703783062,0.7959120946672815,34520.7871660323,0.06181566714049713,False,91.55622142829704,52.06579954093344,0.0,False,0.84,51.757293453138736,0.0036134997518957115,0.9173574633886394,none,solar_biomass_hybrid,80% cropland/tree cover - sago/coconut residue,Besi,Seram Utara,Maluku Tengah,intermittent,14032.190681764441,0,Mikro Hidro Kelas A (PLTMH),Nuweletetu,Maluku Tengah,169860.9628783057,PLTMH,30.0,Tahalupu,2014,118802.99717790287,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,22272.619726187833,PLTD Pasanea,1.6,PLTD,HSD,True,3.65949988,0.150039,-2.940462804718534,129.2153210671637
81.01.06.2045,5.073933720139439,23.453456060484477,92.33831289765159,206.0,3019.762840845807,2.52,,0.9687507311418576,6474.4527326639745,0.0011655730556943992,False,96.89525280175943,63.33175338170417,0.0,False,2.52,44.39453743288483,0.012065262491963843,2.627273720688329,none,solar_biomass_hybrid,97% cropland/tree cover - sago/coconut residue,Malaku,Seram Utara,Maluku Tengah,intermittent,12698.829594574567,0,Mikro Hidro Kelas A (PLTMH),Manusela,Maluku Tengah,194260.454452901,PLTMH,30.0,Tahalupu,2014,145335.98126855193,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,9550.244435373752,PLTD Wahai,1.0,PLTD,HSD,True,4.27699995,0.175357,-2.800854811692092,129.40911759775253
81.01.06.2050,2.2830481767509103,20.43667967531382,13.785202040698017,65.0,2294.5195268942607,188.79,1.1346352269659872,0.6982969022874973,3591.2442307645965,0.0,False,93.88232199604911,48.50351398533112,0.0,False,25.0,19.93390503631087,0.09094842112562869,8.892555016560992,none,grid_extension,3.6 km from a reliably-lit settlement,Siatele,Seram Utara,Maluku Tengah,intermittent,15081.377154228812,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,228251.1997289903,PLTMH,30.0,Tahalupu,2014,172678.3663585007,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,24100.42950412817,PLTD Kobisonta,4.0,PLTD,HSD,True,4.26399994,0.174824,-2.8777455218320234,129.73836768365206
81.01.06.2052,2.318790701262029,6.816781413676645,10.568808714771135,29.0,2713.2220994234085,0.63,,0.7974011543566161,32074.205888454977,0.03311319590174052,False,85.52623485267887,40.57750759878421,0.0,False,0.63,20.246320981338098,0.0027101248139217837,0.2691376290069439,none,solar_biomass_hybrid,80% cropland/tree cover - sago/coconut residue,Oping,Seram Utara,Maluku Tengah,intermittent,15959.270257855196,0,Mikro Hidro Kelas A (PLTMH),Nuweletetu,Maluku Tengah,171522.3647434545,PLTMH,30.0,Tahalupu,2014,120896.74974698565,GI 150 kV PLTMG Ambon Peaker,6000000.0,150 kV,Operasi,22271.95173271226,PLTD Pasanea,1.6,PLTD,HSD,True,3.86100006,0.158301,-2.9250059206541086,129.227511243999
