kode_desa,slope_deg,slope_deg_max,elev_m_mean,elev_m_max,rain_mm,catch_km2,wind50,feedstock,dist_grid_m,wdpa_overlap_frac,in_pa,treecover_pct_2000,forest_loss_pct,primary_forest_frac,high_forest,catch_eff,head_eff,Q_eff,hydro_kw,hydro_grade,tech,rationale,name,kecamatan,kabupaten,l1_class,esdm_hydro_dist_m,esdm_hydro_mw,esdm_hydro_class,esdm_hydro_desa,esdm_hydro_kab,esdm_offgrid_dist_m,esdm_offgrid_type,esdm_offgrid_kw,esdm_offgrid_desa,esdm_offgrid_year,esdm_substation_dist_m,esdm_substation_name,esdm_substation_mva,esdm_substation_kv,esdm_substation_status,esdm_powerplant_dist_m,esdm_powerplant_name,esdm_powerplant_mw,esdm_powerplant_type,esdm_powerplant_fuel,esdm_solar_zone,esdm_solar_kwh_m2,esdm_solar_pot_gwp,lat,lon
81.01.22.2001,19.763882932482815,51.911885029359915,337.9271239395855,813.0,4630.208877504786,3.78,5.233645165275681,0.9876601404016769,8974.522750194017,0.0,False,99.33082075465742,43.81253291205898,0.0,False,3.78,60.0,0.02774953950559375,8.166689476496241,none,wind_solar_hybrid,mean 50 m wind 5.2 m/s (ERA5 coarse - met mast required),Larike,Leihitu Barat,Maluku Tengah,intermittent,9486.570156292799,0,Mikro Hidro Kelas A (PLTMH),Hatu,Maluku Tengah,60152.306036245944,PLTMH,30.0,Tahalupu,2014,31186.778352181624,GI 150 kV Sirimau (IBT 60 MVA),60.0,150 kV,Operasi,8416.664374930186,PLTS Pulau Tiga,0.1,PLTS,Surya,True,4.41349983,0.180953,-3.719489954980853,127.94274799979547
81.01.22.2002,16.73105850037193,48.35859111245296,307.25325364791127,881.0,4360.920514865802,14.28,5.233645165275681,0.9932283445591799,6490.626209677307,0.0,False,98.9880381506846,58.76097735826513,0.0,False,14.28,60.0,0.09873469202226606,29.057619862152904,marginal,wind_solar_hybrid,mean 50 m wind 5.2 m/s (ERA5 coarse - met mast required),Wakasihu,Leihitu Barat,Maluku Tengah,intermittent,7851.007740640962,0,Mikro Hidro Kelas A (PLTMH),Hatu,Maluku Tengah,63715.782839613996,PLTMH,30.0,Tahalupu,2014,29186.173169439815,GI 150 kV Sirimau (IBT 60 MVA),60.0,150 kV,Operasi,12059.66239556368,PLTS Pulau Tiga,0.1,PLTS,Surya,True,4.54349995,0.18628301,-3.7443733059860698,127.96504262280195
81.01.22.2003,15.763937923063759,45.898207692716284,251.42723091901306,766.0,4106.180679124344,10.5,5.233645165275681,0.9914400374292437,3484.666819618484,0.0,False,98.67888670109154,24.84183245674214,0.0,False,10.5,60.0,0.06835822097096274,20.117824431754336,marginal,grid_extension,3.5 km from a reliably-lit settlement,Allang,Leihitu Barat,Maluku Tengah,intermittent,4731.039394542495,0,Mikro Hidro Kelas A (PLTMH),Hatu,Maluku Tengah,65493.82949320105,PLTMH,30.0,Tahalupu,2014,25398.802260263514,GI 150 kV Sirimau (IBT 60 MVA),60.0,150 kV,Operasi,14509.94774147723,PLTS Pulau Tiga,0.1,PLTS,Surya,True,4.53700018,0.18601701,-3.744174204838362,128.00003791151215
81.01.22.2004,19.525671993057685,49.24338959779745,249.5390756940359,687.0,3826.4160605250677,17.43,5.233645165275681,0.9864435469936539,995.6190913195669,0.0,False,97.76116999001381,29.52792708576769,0.0,False,17.43,60.0,0.10574332815663359,31.12026147649727,moderate,grid_extension,1.0 km from a reliably-lit settlement,Liliboy,Leihitu Barat,Maluku Tengah,intermittent,1016.3966063428718,0,Mikro Hidro Kelas A (PLTMH),Hatu,Maluku Tengah,64082.63973753098,PLTMH,30.0,Tahalupu,2014,22596.46580118396,GI 150 kV Sirimau (IBT 60 MVA),60.0,150 kV,Operasi,14534.030687467437,PLTS Pulau Tiga,0.1,PLTS,Surya,True,4.53049994,0.18574999,-3.717340342066147,128.02049320256083
81.01.22.2005,18.442370491326226,50.964884637137445,285.39137787048827,710.0,3709.81115033354,22.68,5.233645165275681,0.9590075945751122,0.0,0.0,False,94.63815675689547,61.568485068530485,0.0,False,22.68,60.0,0.13340074341952798,39.25983878836709,moderate,grid_extension,0.0 km from a reliably-lit settlement,Hatu,Leihitu Barat,Maluku Tengah,intermittent,2314.507230203879,0,Mikro Hidro Kelas A (PLTMH),Hatu,Maluku Tengah,63528.88246769793,PLTMH,30.0,Tahalupu,2014,19975.675243784928,GI 150 kV Sirimau (60 MVA),60.0,150 kV,Operasi,15840.114832707848,PLTS Pulau Tiga,0.1,PLTS,Surya,True,4.48500013,0.18388499000000003,-3.6968906585501835,128.04228159651242
81.01.23.2001,10.223529134393901,47.250175112561045,225.310693788255,792.0,4030.8820832949873,121.17,0.9868045356114068,0.9551068523559633,5995.676541267049,0.0,False,92.95303905123527,59.22330097087381,0.0,False,25.0,60.0,0.1597730404654596,47.02120580898476,moderate,micro_hydro,"~47 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Ulahahan,Telutih,Maluku Tengah,intermittent,966.0113927239864,0,Mikro Hidro Kelas C (PLTMH),Dihil,Seram Bagian Timur,239949.6271213853,PLTMH,30.0,Tahalupu,2014,173489.2123364898,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,11273.491297094102,PLTD Laimu,1.8,PLTD,HSD,True,4.02349997,0.16496301000000002,-3.271872341528942,129.87411511508748
81.01.23.2002,12.769916111137286,57.10882166928665,317.2036929704228,1028.0,4105.809998175106,45.989999999999995,0.951254163934915,0.9936926112776797,4508.801545311127,0.0,False,98.17635542945172,25.83579962731558,0.0,False,25.0,60.0,0.16274297620874184,47.89525789823272,moderate,grid_extension,4.5 km from a reliably-lit settlement,Laha Kaba,Telutih,Maluku Tengah,intermittent,1553.407428597746,0,Mikro Hidro Kelas A (PLTMH),Laha Kaba,Maluku Tengah,237159.52288324005,PLTMH,30.0,Tahalupu,2014,170569.9434556406,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,8457.688359411097,PLTD Laimu,1.8,PLTD,HSD,True,4.1079998,0.16842800000000002,-3.2797324288263834,129.8488150512057
81.01.23.2003,15.349524100377755,60.46869189322046,1111.3039352503251,1887.0,5970.192209833332,26.04,0.8178821662646453,0.9903440669620877,10082.164984825928,0.8181880488934689,True,99.51024684598812,22.54947077772665,0.0,False,25.0,60.0,0.2366419413461335,69.64372333816709,moderate,resource_present_but_screened,"82% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Lafa,Telutih,Maluku Tengah,intermittent,4773.050089941647,0,Mikro Hidro Kelas A (PLTMH),Tehua,Maluku Tengah,219033.52485362263,PLTMH,30.0,Tahalupu,2014,153781.81777470306,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,14828.516177181922,PLTD Laimu,1.8,PLTD,HSD,True,3.4774999600000003,0.14257701,-3.238817229631477,129.68607154074235
81.01.23.2004,13.796775956151066,46.380006423098834,468.7924021935604,1113.0,4506.569845473919,23.73,0.7980304817114788,0.9892403706738953,2538.8836437005143,0.0,False,99.3860111400525,72.99783549783551,0.0,False,23.73,60.0,0.16955368853547706,49.8996505359909,moderate,grid_extension,2.5 km from a reliably-lit settlement,Yamalatu,Telutih,Maluku Tengah,intermittent,4175.176604987744,0,Mikro Hidro Kelas A (PLTMH),Laha Kaba,Maluku Tengah,233991.83945498383,PLTMH,30.0,Tahalupu,2014,167621.01557358896,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,6918.948455125132,PLTD Laimu,1.8,PLTD,HSD,True,4.043000220000001,0.16576301000000002,-3.2722571229743025,129.8204310413416
81.01.23.2005,13.286779497311823,47.42338755512969,473.43673804411515,1431.0,4468.867281646997,16.38,0.7980304817114788,0.9888753049946245,0.0,0.0,False,98.27216674439659,22.971259509721055,0.0,False,16.38,60.0,0.11605791170943969,34.155843416088096,moderate,grid_extension,0.0 km from a reliably-lit settlement,Hunisi,Telutih,Maluku Tengah,intermittent,3747.233117986762,0,Mikro Hidro Kelas A (PLTMH),Laimu,Maluku Tengah,232370.55665796518,PLTMH,30.0,Tahalupu,2014,165965.5734672874,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,5937.475749821413,PLTD Laimu,1.8,PLTD,HSD,True,4.03649998,0.16549601000000003,-3.2749737709332734,129.80576928692838
81.01.23.2006,14.502723122720694,66.27786261545458,485.8698867238883,1619.0,5223.691364043377,132.93,0.7994858553279002,0.9606704291787327,0.0,0.062410185272448716,False,95.48722318457685,45.31125003703595,0.0,False,25.0,60.0,0.20705270817650367,60.93561201634504,moderate,grid_extension,0.0 km from a reliably-lit settlement,Laimu,Telutih,Maluku Tengah,intermittent,856.8511363635176,0,Mikro Hidro Kelas A (PLTMH),Laimu,Maluku Tengah,229247.1596948674,PLTMH,30.0,Tahalupu,2014,163000.96738093699,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,6193.549410499664,PLTD Laimu,1.8,PLTD,HSD,True,4.0170002,0.16469701,-3.2704749811399774,129.77771774320806
81.01.23.2007,18.411601349305162,69.13368528947227,598.8293514561127,1494.0,5483.813273570749,116.13,0.843117633807906,0.9960072531841916,3028.7050785979477,0.47496652999017747,True,98.9429465539586,49.09776589650568,0.0,False,25.0,60.0,0.21736322272841946,63.96999644897385,moderate,resource_present_but_screened,"47% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Maneoratu,Telutih,Maluku Tengah,intermittent,413.51873893428046,0,Mikro Hidro Kelas B (PLTMH),Maneoratu,Maluku Tengah,226157.13272085768,PLTMH,30.0,Tahalupu,2014,160290.9738736648,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,8670.238146814829,PLTD Laimu,1.8,PLTD,HSD,True,3.82200003,0.156702,-3.25696802292257,129.75009227355147
81.01.23.2008,18.58310978957644,65.88748797719795,933.0853003315638,1753.0,5588.721335839113,42.629999999999995,0.833181444782861,0.9894482613669688,6298.236856454352,0.7537358750351613,True,99.22755067173202,19.908347654012417,0.0,False,25.0,60.0,0.22152148876835653,65.19377414452732,moderate,resource_present_but_screened,"75% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Tehua,Telutih,Maluku Tengah,intermittent,3146.879054463862,0,Mikro Hidro Kelas A (PLTMH),Tehua,Maluku Tengah,222630.98672042802,PLTMH,30.0,Tahalupu,2014,157001.99747245712,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,11341.931596350816,PLTD Laimu,1.8,PLTD,HSD,True,3.7699999799999997,0.15456999999999999,-3.2503881097222926,129.71840018265402
81.01.23.2009,12.575439535306444,37.784488326211466,426.0176470872755,1118.0,4376.230897560626,28.77,0.7980304817114788,0.9903619925714492,3983.31959551327,0.0,False,98.9281662387293,57.52808988764049,0.0,False,25.0,60.0,0.17346171429321355,51.04978251649275,moderate,grid_extension,4.0 km from a reliably-lit settlement,Laha,Telutih,Maluku Tengah,intermittent,2961.5865849103584,0,Mikro Hidro Kelas A (PLTMH),Laha Kaba,Maluku Tengah,235370.99493814007,PLTMH,30.0,Tahalupu,2014,168849.35353605435,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,7251.770030141216,PLTD Laimu,1.8,PLTD,HSD,True,4.114500049999999,0.168694,-3.2779449174453674,129.83273980852195
81.01.23.2010,17.18815916128693,63.18198742288543,1139.2495256579348,1886.0,5978.707765274298,23.099999999999998,0.8028497512517172,0.991323750075611,12317.898600715138,0.8258992553076282,True,99.5076996323845,21.422376409366873,0.0,False,23.099999999999998,60.0,0.21896903440169374,64.44258682441847,moderate,resource_present_but_screened,"83% of village inside a protected area - non-viable without deep community and regulator engagement; flagged for policy pathway, not commercial deployment",Wolu,Telutih,Maluku Tengah,intermittent,6956.685276565747,0,Mikro Hidro Kelas A (PLTMH),Tehua,Maluku Tengah,216135.09607199655,PLTMH,30.0,Tahalupu,2014,151089.4682997333,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,17455.78898219117,PLTD Laimu,1.8,PLTD,HSD,True,3.4189999099999997,0.14017899,-3.233812759115542,129.65997628220236
81.01.24.2001,6.737027356229164,38.60037399404093,109.3723869037649,626.0,3159.0931576063504,295.46999999999997,1.2930455138608068,0.8197490567909599,704.2831461848282,0.0,False,91.74513752812251,57.05780125457021,0.0,False,25.0,59.064109343863336,0.12521773360628927,36.276761526159405,moderate,grid_extension,0.7 km from a reliably-lit settlement,Seti,Seram Utara Timur Seti,Maluku Tengah,intermittent,579.2716464325903,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,247020.79304797266,PLTMH,30.0,Tahalupu,2014,185134.24241276205,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,8492.511699996285,PLTD Kobisonta,4.0,PLTD,HSD,True,3.77649999,0.15483700000000003,-3.0662497293081024,129.93199101822196
81.01.24.2002,1.319204284334422,7.735977799496613,7.623888088488173,23.0,2527.7915530152873,215.25,1.252051544845392,0.3963645544054531,0.0,0.0,False,68.83018521493656,62.48005493728667,0.0,False,25.0,11.514263874921058,0.10019468040554001,5.658741486303838,none,grid_extension,0.0 km from a reliably-lit settlement,Kobisonta,Seram Utara Timur Seti,Maluku Tengah,intermittent,10770.340592396293,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,246931.2692331705,PLTMH,30.0,Tahalupu,2014,187398.68962342647,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,1954.5569082680709,PLTD Kobisonta,4.0,PLTD,HSD,True,3.9519999,0.16203199000000001,-2.972808955131314,129.92219612503933
81.01.24.2003,1.2102333774588616,8.84470177092043,6.994805575985519,30.0,2557.5560179261024,79.59,1.4377822911083982,0.3970774747291732,497.9925482625217,0.0,False,64.0965083966603,72.79617294080019,0.0,False,25.0,10.562849539328544,0.10137446164407748,5.252289624763818,none,grid_extension,0.5 km from a reliably-lit settlement,Wailoping,Seram Utara Timur Seti,Maluku Tengah,intermittent,9424.565677045231,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,249511.7736680597,PLTMH,30.0,Tahalupu,2014,189482.04811242994,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,2621.1994201884095,PLTD Kobisonta,4.0,PLTD,HSD,True,3.93249989,0.16123299000000002,-2.9869587522376007,129.94719321786496
81.01.24.2004,2.4341770730425187,9.073165029117327,23.943190327379472,41.0,2844.4529135227203,57.12,1.252051544845392,0.8375243448462886,2489.9377972903258,0.0,False,82.11076460364612,46.584038694074984,0.0,False,25.0,21.254991675550052,0.11274626274427323,11.754444397167036,marginal,grid_extension,2.5 km from a reliably-lit settlement,Tihuana,Seram Utara Timur Seti,Maluku Tengah,intermittent,5001.783258626343,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,247651.14937470207,PLTMH,30.0,Tahalupu,2014,186756.75856697655,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,4021.775760408786,PLTD Kobisonta,4.0,PLTD,HSD,True,3.78299999,0.15510300000000002,-3.0249605152485888,129.93421466638208
81.01.24.2005,1.295058885884962,7.050215867828702,16.740642146377745,41.0,2972.643129779995,53.129999999999995,1.7722731625531143,0.5276139217796914,0.0,0.0,False,21.984054653357354,69.54447117814756,0.0,False,25.0,11.303445815876113,0.1178273691091132,6.532750159937031,none,grid_extension,0.0 km from a reliably-lit settlement,Waitila,Seram Utara Timur Seti,Maluku Tengah,intermittent,6383.7900626241235,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,252311.17332622528,PLTMH,30.0,Tahalupu,2014,190821.1663565413,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,8216.867079548718,PLTD Kobisonta,4.0,PLTD,HSD,True,3.7960000000000003,0.15563600000000002,-3.040901528887885,129.97776572442834
81.01.24.2006,0.9670529129614497,3.528080723878263,9.034954208200844,17.0,2977.7148743391035,16.8,1.7722731625531143,0.376014705882353,497.9845473255169,0.0,False,5.386244631405541,87.1592116133601,0.0,False,16.8,8.439930144619886,0.07931508417189394,3.2834745409937405,none,grid_extension,0.5 km from a reliably-lit settlement,Waiputih,Seram Utara Timur Seti,Maluku Tengah,intermittent,6624.866786357359,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,251705.66563513377,PLTMH,30.0,Tahalupu,2014,190541.69620711452,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,6761.367262873231,PLTD Kobisonta,4.0,PLTD,HSD,True,3.81550002,0.15643600000000002,-3.0285049609000065,129.97120765252373
81.01.24.2007,2.3195437921134987,12.851393249462243,14.806761721535977,50.0,2505.331439142659,84.84,2.002697530713341,0.8821953493879604,4979.835432772854,0.0,False,63.94131065947739,29.10547396528706,0.0,False,25.0,20.25290371804111,0.0993044234819991,9.864950359664675,none,grid_extension,5.0 km from a reliably-lit settlement,Waimusal,Seram Utara Timur Seti,Maluku Tengah,intermittent,8662.680991081663,0,Mikro Hidro Kelas A (PLTMH),Aketernate,Maluku Tengah,263320.3545871006,PLTMH,30.0,Tahalupu,2014,201387.81302261588,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,17955.656162206407,PLTD Kobisonta,4.0,PLTD,HSD,True,3.7634999799999997,0.15430400000000002,-3.0412367863144265,130.0772791018127
81.01.24.2008,1.2343925839483483,6.534514866191322,13.795537869981208,33.0,2657.029006116801,4.41,1.7201897743297532,0.8953941247891012,497.9825392270295,0.0,False,67.88794802655438,54.60609409535837,0.0,False,4.41,10.773774371558686,0.018577971075873754,0.9817596307420193,none,grid_extension,0.5 km from a reliably-lit settlement,Tanah Merah,Seram Utara Timur Seti,Maluku Tengah,intermittent,6857.008891539596,0,Mikro Hidro Kelas A (PLTMH),Aketernate,Maluku Tengah,258574.21168934891,PLTMH,30.0,Tahalupu,2014,196662.65177310343,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,13914.675231390833,PLTD Kobisonta,4.0,PLTD,HSD,True,3.78299999,0.15510300000000002,-3.048146381319525,130.0349530078781
81.01.24.2009,7.222348447460944,35.91833919607663,152.71894348109754,837.0,3363.268554995758,240.66,1.6522696264930086,0.8751321904132836,0.0,0.0,False,95.12751659617035,30.640719395078758,0.0,False,25.0,60.0,0.13331068283056502,39.233333957035285,moderate,grid_extension,0.0 km from a reliably-lit settlement,Aketernate,Seram Utara Timur Seti,Maluku Tengah,intermittent,3194.6402523942934,0,Mikro Hidro Kelas B (PLTMH),Aketernate,Maluku Tengah,262345.5750459057,PLTMH,30.0,Tahalupu,2014,198855.19071243698,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,21457.514781325008,PLTD Kobisonta,4.0,PLTD,HSD,True,3.77649999,0.15483700000000003,-3.1127530519804734,130.0731912915356
81.01.24.2010,1.2852096145047454,9.047263449098303,8.844999865876233,28.0,2506.763844930908,206.42999999999998,,0.7910245274434381,6971.7696058819965,0.0,False,50.58855644434153,65.53906723198062,0.0,False,25.0,11.217451114800332,0.09936120009397625,5.467011980357967,none,solar_biomass_hybrid,79% cropland/tree cover - sago/coconut residue,Namto,Seram Utara Timur Seti,Maluku Tengah,intermittent,8273.520022328968,0,Mikro Hidro Kelas A (PLTMH),Aketernate,Maluku Tengah,265324.52010827087,PLTMH,30.0,Tahalupu,2014,203453.68837550838,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,19640.12769583958,PLTD Kobisonta,4.0,PLTD,HSD,True,3.75699997,0.154037,-3.0351973027870898,130.09489371006447
81.01.24.2011,1.0953262786446254,6.481237675204513,14.121943057426927,31.0,2915.4591235541593,2.73,1.5305998701392762,0.6298990030766554,2227.0590893597773,0.0,False,27.14552847296211,79.98025991116961,0.0,False,2.73,9.559689567834702,0.012619234220102193,0.5917193922757107,none,grid_extension,2.2 km from a reliably-lit settlement,Loping Mulyo,Seram Utara Timur Seti,Maluku Tengah,intermittent,5194.446448357911,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,249489.02611134018,PLTMH,30.0,Tahalupu,2014,188411.2333647661,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,5266.794991254972,PLTD Kobisonta,4.0,PLTD,HSD,True,3.80250001,0.155903,-3.028988196478294,129.95120727123268
81.01.24.2012,1.3628327356707306,10.318601696677845,12.544492808343607,37.0,2637.844629264563,2.73,1.252051544845392,0.6195748722594037,0.0,0.0,False,36.99680735978329,79.34216307827506,0.0,False,2.73,11.895202596241377,0.011417611361447644,0.6661715955184264,none,grid_extension,0.0 km from a reliably-lit settlement,Wonosari,Seram Utara Timur Seti,Maluku Tengah,intermittent,7975.545326802022,0,Mikro Hidro Kelas A (PLTMH),Seti,Maluku Tengah,246219.1012723087,PLTMH,30.0,Tahalupu,2014,186065.94819677036,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,1068.4893905281576,PLTD Kobisonta,4.0,PLTD,HSD,True,3.85450006,0.158035,-2.998379959442042,129.918602842344
81.01.25.2001,1.6244668727968559,10.823352163327755,8.099079987261039,41.0,2345.692237023163,286.86,1.2687389097508392,0.35572776960105945,0.0,0.0,False,84.5316194388539,44.61482401094873,0.0,False,25.0,14.179947493083121,0.09297676611741991,6.4667797702543615,none,grid_extension,0.0 km from a reliably-lit settlement,Kobi,Seram Utara Timur Kobi,Maluku Tengah,intermittent,12419.282311917936,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,238060.71774318864,PLTMH,30.0,Tahalupu,2014,180454.3091890407,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,12497.872259686,PLTD Kobisonta,4.0,PLTD,HSD,True,4.17299986,0.17109300000000002,-2.921479516876875,129.83485522944147
81.01.25.2002,2.1644320480267765,17.947457761861397,14.72871184520773,54.0,2427.13240161107,152.88,1.2403731574112953,0.5732568117897412,2490.0606324194196,0.0,False,67.70435541624929,30.120196893959623,0.0,False,25.0,18.89722285770756,0.09620482946517749,8.917310122228885,none,grid_extension,2.5 km from a reliably-lit settlement,Sariputih,Seram Utara Timur Kobi,Maluku Tengah,intermittent,12248.189526426659,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,230123.25736347266,PLTMH,30.0,Tahalupu,2014,173467.27740564456,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,20277.405709471743,PLTD Kobisonta,4.0,PLTD,HSD,True,4.09499979,0.16789500000000002,-2.9085809807995617,129.7605932202858
81.01.25.2003,8.896847967319747,42.21714945910514,167.22239049884828,742.0,3416.5192721923495,188.37,0.8461280791110231,0.9453992100172499,498.01212648388395,0.0,False,95.98543706706089,75.52589301020514,0.0,False,25.0,60.0,0.13542139428717773,39.8545163387164,moderate,grid_extension,0.5 km from a reliably-lit settlement,Maneo Rendah,Seram Utara Timur Kobi,Maluku Tengah,intermittent,1019.1826189145365,0,Mikro Hidro Kelas C (PLTMH),Maneo Rendah,Maluku Tengah,230786.54053582327,PLTMH,30.0,Tahalupu,2014,170233.03050009432,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,16683.22816483912,PLTD Kobisonta,4.0,PLTD,HSD,True,3.7699999799999997,0.15456999999999999,-3.043707613462357,129.78342081106575
81.01.25.2004,4.429723077248846,20.456047525948634,34.40925270266865,94.0,2537.6795728090497,165.26999999999998,1.0579290743232237,0.8351183254000352,0.0,0.0,False,72.22936640861177,24.063256262672514,0.0,False,25.0,38.733832178097785,0.10058661421902944,19.110395194335073,marginal,grid_extension,0.0 km from a reliably-lit settlement,Kobimukti,Seram Utara Timur Kobi,Maluku Tengah,intermittent,7737.097910846366,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,233751.51099391255,PLTMH,30.0,Tahalupu,2014,175585.75266200505,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,14419.59459664572,PLTD Kobisonta,4.0,PLTD,HSD,True,3.97799993,0.16309801000000002,-2.9515812713914893,129.7999014675013
81.01.25.2005,1.1802248415810992,4.768398585411963,9.072485702329475,18.0,2485.8772157272792,268.8,1.0398423325637236,0.46878605748531865,1494.0072477233837,0.0,False,53.106245210398086,49.01025193587088,0.0,False,25.0,10.300861663718445,0.09853331175986489,4.978467157229942,none,grid_extension,1.5 km from a reliably-lit settlement,Leaway,Seram Utara Timur Kobi,Maluku Tengah,intermittent,10102.669431231865,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,237267.81485706402,PLTMH,30.0,Tahalupu,2014,179093.11929583017,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,11560.827601246921,PLTD Kobisonta,4.0,PLTD,HSD,True,4.0689997700000005,0.166829,-2.9436698642606776,129.83078308286065
81.01.25.2006,1.3608883657776447,6.931307802890067,8.323192223500165,23.0,2424.645809688379,1.47,1.221834101435622,0.6576934089217211,0.0,0.0,False,36.690581573116056,42.70496768982229,0.0,False,1.47,11.878225178177187,0.005651048548075084,0.32924531515528505,none,grid_extension,0.0 km from a reliably-lit settlement,Samal,Seram Utara Timur Kobi,Maluku Tengah,intermittent,11262.401341115898,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,240195.04891009902,PLTMH,30.0,Tahalupu,2014,181558.86969859852,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,8298.691389344873,PLTD Kobisonta,4.0,PLTD,HSD,True,4.004000189999999,0.16416401,-2.9536929554809648,129.85870932106087
81.01.25.2007,1.0838224543089985,15.003831556831122,11.815041103883845,47.0,2517.8726684722687,6.3,1.1914075337716885,0.3444859282363361,1991.9939131433107,0.0,False,33.21891394814684,36.358551591644186,0.0,False,6.3,9.459263448825734,0.025149983846041498,1.1669010839884153,none,grid_extension,2.0 km from a reliably-lit settlement,Morokai,Seram Utara Timur Kobi,Maluku Tengah,intermittent,8947.736034378977,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,240145.66468508006,PLTMH,30.0,Tahalupu,2014,180872.23483318774,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,7101.508386902087,PLTD Kobisonta,4.0,PLTD,HSD,True,3.93249989,0.16123299000000002,-2.9773643197615343,129.86120372836103
81.01.25.2008,1.160192988614881,16.271130724636055,17.97889470449699,58.0,2572.8490479906777,248.85,0.9263144648640917,0.6705689450608767,1795.5626120383547,0.0,False,31.71566355863586,38.46849260028126,0.0,False,25.0,10.125977826316534,0.10198063514676395,5.065166154279111,none,grid_extension,1.8 km from a reliably-lit settlement,Waimusi,Seram Utara Timur Kobi,Maluku Tengah,intermittent,7529.944470747705,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,237256.29669035532,PLTMH,30.0,Tahalupu,2014,178027.59819645254,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,9847.805864012978,PLTD Kobisonta,4.0,PLTD,HSD,True,3.88050008,0.15910099000000003,-2.981925559108144,129.8355425513027
81.01.25.2009,1.2248837033831115,13.538829636129725,26.45824322605266,57.0,2580.1069958838602,161.7,0.9263144648640917,0.7536589195979899,5386.655934459709,0.0,False,14.522951836068401,82.41530688312768,0.0,False,25.0,10.69075550300674,0.10226832016916619,5.362762100528826,none,solar_biomass_hybrid,75% cropland/tree cover - sago/coconut residue,Way Asih,Seram Utara Timur Kobi,Maluku Tengah,intermittent,5111.611572608066,0,Mikro Hidro Kelas A (PLTMH),Maneo Rendah,Maluku Tengah,234441.4585934214,PLTMH,30.0,Tahalupu,2014,175294.91552321948,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,12610.916464042153,PLTD Kobisonta,4.0,PLTD,HSD,True,3.86750007,0.15856799,-2.985026730359442,129.81038428055632
