kode_desa,name,kecamatan,kabupaten,l1_class,tech,pop_2017,hh_2017,pop_2026,hh_2026,growth_pct,density,lit_fraction,demand_kw,size_kw,capex_low_usd,capex_high_usd,capex_mid_usd,dist_grid_m,hydro_kw,wind50,feedstock,slope_deg
81.01.20.2012,Warasiwa,Seram Utara Barat,Maluku Tengah,dark_settled,micro_hydro,716,203,807,229,1.3333333333333333,5.446446649119255,0.1363636363636363,60.455999999999996,134.3,463031.0,963105.0,713068.0,29986.65445817105,48.39954169051655,1.058281947274973,0.985486390299137,15.16380097659906
81.01.20.2013,Herlau Pauni,Seram Utara Barat,Maluku Tengah,intermittent,solar_biomass_hybrid,27,9,30,10,1.3333333333333333,3000.0,0.2727272727272727,2.64,10.6,26500.0,48230.0,37365.0,,0.1892567545521647,,0.8581785228817401,4.7793550592662
81.01.21.2002,Tananahu,Teluk Elpaputih,Maluku Tengah,intermittent,micro_hydro,3446,943,3882,1062,1.3333333333333333,38.0513624779455,0.1818181818181818,280.368,623.0,2103733.0,4375764.0,3239748.0,6772.75899283298,42.2971319049506,0.769590067479258,0.969854605530046,13.056899508839752
81.01.21.2003,Liang,Teluk Elpaputih,Maluku Tengah,intermittent,micro_hydro,2478,717,2710,784,1.0,36.7557303675573,0.2272727272727272,206.976,459.9,1651358.0,3434825.0,2543092.0,11056.17907764138,47.882331495283005,0.7910920425108675,0.9742486374392542,17.45103361000139
81.01.21.2004,Sahulauw,Teluk Elpaputih,Maluku Tengah,intermittent,micro_hydro,1722,494,1883,540,1.0,25.968831885257202,0.2727272727272727,142.56,316.8,1093645.0,2274782.0,1684214.0,12043.663725689952,51.35461706382655,0.8354163717533556,0.958983731830646,15.23460521689839
81.01.22.2001,Larike,Leihitu Barat,Maluku Tengah,intermittent,wind_solar_hybrid,4998,1374,5466,1503,1.0,298.0370774263904,0.2272727272727272,396.7920000000001,1803.6,5389507.0,11210174.0,8299840.0,8974.522750194017,8.166689476496241,5.233645165275681,0.9876601404016768,19.76388293248281
81.01.22.2002,Wakasihu,Leihitu Barat,Maluku Tengah,intermittent,wind_solar_hybrid,3231,882,3534,965,1.0,110.23081721771678,0.3181818181818182,254.76000000000002,1158.0,3284728.0,6832235.0,5058482.0,6490.626209677307,29.057619862152904,5.233645165275681,0.99322834455918,16.73105850037193
81.01.23.2001,Ulahahan,Telutih,Maluku Tengah,intermittent,micro_hydro,826,201,958,233,1.6666666666666667,26.18201694452036,0.2727272727272727,61.51200000000001,136.7,449502.0,934964.0,692233.0,5995.676541267049,47.02120580898476,0.9868045356114068,0.9551068523559632,10.2235291343939
81.01.24.2010,Namto,Seram Utara Timur Seti,Maluku Tengah,intermittent,solar_biomass_hybrid,512,159,594,185,1.6666666666666667,182.76923076923077,0.6363636363636364,48.84,195.4,488500.0,889070.0,688785.0,6971.7696058819965,5.467011980357967,,0.7910245274434381,1.2852096145047454
81.01.25.2009,Way Asih,Seram Utara Timur Kobi,Maluku Tengah,intermittent,solar_biomass_hybrid,627,208,728,241,1.6666666666666667,112.17257318952234,0.6363636363636364,63.62400000000001,254.5,636250.0,1157975.0,897112.0,5386.655934459709,5.362762100528826,0.9263144648640916,0.7536589195979899,1.2248837033831117
81.02.01.2018,Ngabub,Kei Kecil,Maluku Tenggara,intermittent,solar_biomass_hybrid,605,152,702,176,1.6666666666666667,75.0,0.3636363636363636,46.464000000000006,185.9,464750.0,845845.0,655298.0,5965.098867579648,1.508422216611098,,0.9481584080052012,2.5029260350784948
81.02.03.2025,Harangur,Kei Besar,Maluku Tenggara,intermittent,solar_biomass_hybrid,187,45,205,49,1.0,29.285714285714285,0.4090909090909091,12.936,51.7,136373.0,248199.0,192286.0,5118.301695875303,3.2770189927565005,,0.9542212055172788,10.510978701581443
81.02.04.2005,Tamangil Nuhuten,Kei Besar Selatan,Maluku Tenggara,intermittent,solar_biomass_hybrid,507,136,545,146,0.8,80.74074074074075,0.2272727272727272,38.544000000000004,154.2,415461.0,756139.0,585800.0,5069.202341098647,6.139050346240211,,0.976135512098431,12.772009377961558
81.02.04.2006,Tamangil Nuhuyanat,Kei Besar Selatan,Maluku Tenggara,intermittent,solar_biomass_hybrid,219,73,247,82,1.3333333333333333,27.752808988764045,0.1818181818181818,21.647999999999996,86.6,247270.0,450031.0,348650.0,8014.987971762653,12.546224258163493,,0.9741942072476176,17.10619653360039
81.02.04.2012,Kilwat,Kei Besar Selatan,Maluku Tenggara,intermittent,solar_biomass_hybrid,741,182,860,211,1.6666666666666667,70.37643207855973,0.2272727272727272,55.70400000000001,222.8,622955.0,1133779.0,878367.0,12436.11350312066,5.6923999062472825,,0.9815280907109228,15.920594130709963
81.02.04.2013,Sather,Kei Besar Selatan,Maluku Tenggara,intermittent,solar_biomass_hybrid,1101,292,1204,319,1.0,89.71684053651266,0.2272727272727272,84.216,336.9,911941.0,1659732.0,1285836.0,9561.116059984835,4.77195408805898,,0.991179161967185,13.274364672919756
81.02.04.2014,Tutrean,Kei Besar Selatan,Maluku Tenggara,intermittent,solar_biomass_hybrid,493,137,530,147,0.8,64.32038834951456,0.2272727272727272,38.808,155.2,434526.0,790838.0,612682.0,7455.997559641164,15.89440790461949,,0.9873317888302856,15.9956535558444
81.02.04.2016,Soindat,Kei Besar Selatan,Maluku Tenggara,intermittent,solar_biomass_hybrid,259,65,278,70,0.8,63.470319634703195,0.2272727272727272,18.480000000000004,73.9,196916.0,358387.0,277652.0,12672.36270639773,9.34006672082975,,0.9896315060826534,11.584944273786355
81.02.13.2001,Wain,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,1367,379,1540,427,1.3333333333333333,182.03309692671394,0.4545454545454545,112.72800000000001,512.4,1281000.0,2664480.0,1972740.0,7237.2563430487935,11.420823594300568,6.351731602777939,0.8702855819422423,2.3979631166323725
81.02.13.2002,Rewav,Kei Kecil Timur,Maluku Tenggara,intermittent,solar_biomass_hybrid,785,211,911,245,1.6666666666666667,241.6445623342175,0.4545454545454545,64.68,258.7,646750.0,1177085.0,911918.0,8961.341779241264,2.099221034846721,,0.7763382275657185,2.39590142487848
81.02.13.2003,Rumaat,Kei Kecil Timur,Maluku Tenggara,intermittent,solar_biomass_hybrid,832,243,937,274,1.3333333333333333,209.1517857142857,0.4545454545454545,72.336,289.3,723250.0,1316315.0,1019782.0,10450.468657254083,1.48612802925359,,0.9161745964316056,3.1525476911028374
81.02.13.2004,Rat,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,276,81,340,100,2.3333333333333335,82.7250608272506,0.4090909090909091,26.400000000000002,120.0,300000.0,624000.0,462000.0,11170.180402946722,0.6553098458492439,6.3489897615047,0.9718805768581488,2.774099013753884
81.02.13.2005,Abean,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,535,166,621,193,1.6666666666666667,73.92857142857143,0.5909090909090909,50.952000000000005,231.6,579000.0,1204320.0,891660.0,10198.752979837782,0.3096699761014577,6.3489897615047,0.9139568811800938,2.6034708552881383
81.02.13.2006,Mastur,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,550,158,620,178,1.3333333333333333,54.72197705207414,0.5,46.992000000000004,213.6,534000.0,1110720.0,822360.0,6687.110519032118,1.9458679347489387,6.3489897615047,0.9372542272906016,3.841212841898754
81.02.13.2014,Semawi,Kei Kecil Timur,Maluku Tenggara,intermittent,solar_biomass_hybrid,462,119,536,138,1.6666666666666667,237.16814159292036,0.1818181818181818,36.432,145.7,364250.0,662935.0,513592.0,8508.672747372237,12.285492499097522,,0.8677510688405111,2.5755859965955445
81.02.13.2015,Iso,Kei Kecil Timur,Maluku Tenggara,intermittent,solar_biomass_hybrid,151,48,175,56,1.6666666666666667,49.01960784313726,0.4090909090909091,14.784,59.1,147750.0,268905.0,208328.0,7780.653802460948,0.1922241640356515,,0.7736622175341797,2.399576837809008
81.02.13.2016,Disuk,Kei Kecil Timur,Maluku Tenggara,intermittent,solar_biomass_hybrid,383,121,431,136,1.3333333333333333,133.85093167701862,0.6363636363636364,35.904,143.6,360974.0,656973.0,508974.0,7587.744271191537,0.2228641726645669,,0.8685365089313694,5.549957605157649
81.02.13.2017,Wain Baru,Kei Kecil Timur,Maluku Tenggara,intermittent,solar_battery,343,82,369,88,0.8,98.4,0.6363636363636364,23.232000000000003,129.1,242062.0,419575.0,330818.0,7339.440799543246,0.3056371886670634,,0.6449448123620308,3.8119347017399727
81.02.13.2019,Watngon,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,212,71,246,82,1.6666666666666667,55.15695067264574,0.4090909090909091,21.647999999999996,98.4,246000.0,511680.0,378840.0,10343.203469700526,0.2885137743030848,6.3489897615047,0.8657470717640765,2.431124617673584
81.02.13.2020,Yafavun,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,524,166,608,193,1.6666666666666667,165.66757493188013,0.5,50.952000000000005,231.6,579000.0,1204320.0,891660.0,9496.219716616186,0.4207292628067527,6.3489897615047,0.8858442767035467,3.5635138476193395
81.02.13.2021,Mastur Baru,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,574,148,628,162,1.0,127.12550607287449,0.3181818181818182,42.768,194.4,486000.0,1010880.0,748440.0,6326.376258372561,1.5284667394515532,6.3489897615047,0.9311674917491748,3.566576639304158
81.02.13.2022,Ohoilus,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,496,134,576,155,1.6666666666666667,171.42857142857144,0.5,40.92,186.0,465000.0,967200.0,716100.0,7064.421459857842,2.445047011804808,6.3489897615047,0.9865620704365552,3.138861463686494
81.02.13.2023,Tenbuk,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,261,71,294,80,1.3333333333333333,124.57627118644068,0.3181818181818182,21.12,96.0,240000.0,499200.0,369600.0,7732.298287863706,0.3243580567524534,6.3489897615047,0.9112731885206912,2.776597849887922
81.02.13.2024,Denwet,Kei Kecil Timur,Maluku Tenggara,intermittent,wind_solar_hybrid,478,131,571,157,2.0,302.1164021164021,0.4090909090909091,41.448,188.4,471000.0,979680.0,725340.0,8435.26757133406,1.7163938031808603,6.3489897615047,0.7625738918674758,2.9201251155001757
81.02.18.2001,Hoat,Kei Besar Selatan Barat,Maluku Tenggara,intermittent,solar_biomass_hybrid,296,82,354,98,2.0,120.81911262798634,0.2727272727272727,25.872,103.5,283442.0,515865.0,399654.0,12779.04031632462,6.268681213145691,,0.9886403263132312,14.542972993694836
81.02.18.2002,Ngafan,Kei Besar Selatan Barat,Maluku Tenggara,intermittent,solar_biomass_hybrid,404,109,455,123,1.3333333333333333,55.487804878048784,0.4545454545454545,32.472,129.9,375139.0,682753.0,528946.0,14827.930370166298,2.013221339913965,,0.9639518974580544,17.758134325418016
81.02.18.2004,Rerean,Kei Besar Selatan Barat,Maluku Tenggara,intermittent,solar_biomass_hybrid,184,50,201,55,1.0,67.67676767676767,0.3181818181818182,14.52,58.1,157664.0,286948.0,222306.0,12514.78221694249,2.417770652141326,,0.9856527084758576,13.546548421021926
81.02.18.2006,Hoko,Kei Besar Selatan Barat,Maluku Tenggara,intermittent,solar_biomass_hybrid,356,98,389,107,1.0,153.1496062992126,0.1818181818181818,28.247999999999998,113.0,322371.0,586715.0,454543.0,10378.85082150235,11.643111908276191,,0.9780004917399396,17.05674454531692
81.02.18.2007,Weduar Fer,Kei Besar Selatan Barat,Maluku Tenggara,intermittent,solar_biomass_hybrid,249,56,281,63,1.3333333333333333,64.8960739030023,0.2727272727272727,16.632,66.5,177885.0,323751.0,250818.0,11591.78791213849,0.2729075362365872,,0.9070127001656544,11.998668429505235
81.02.18.2010,Watkidat,Kei Besar Selatan Barat,Maluku Tenggara,intermittent,solar_biomass_hybrid,358,79,403,89,1.3333333333333333,190.0943396226415,0.4090909090909091,23.496000000000002,94.0,261163.0,475317.0,368240.0,11168.7254756306,0.5927032405426054,,0.8010693887471139,15.566691206893816
81.02.18.2013,Rahangiar,Kei Besar Selatan Barat,Maluku Tenggara,intermittent,solar_biomass_hybrid,522,146,588,164,1.3333333333333333,203.46020761245674,0.5,43.29599999999999,173.2,530098.0,964779.0,747438.0,11969.673985221987,0.7886540908147668,,0.9081201384829822,21.212259746785943
81.02.19.2011,Garara,Kei Kecil Timur Selatan,Maluku Tenggara,intermittent,wind_solar_hybrid,283,73,359,93,2.6666666666666665,202.82485875706215,0.3181818181818182,24.552000000000003,111.6,279000.0,580320.0,429660.0,5623.423512416613,1.3040467003157072,6.3489897615047,0.8972260341109586,3.728934770944556
81.03.01.2009,Latdalam,Tanimbar Selatan,Kepulauan Tanimbar,intermittent,wind_solar_hybrid,3266,877,3790,1018,1.6666666666666667,59.09870575393732,0.1818181818181818,268.752,1221.6,3054000.0,6352320.0,4703160.0,9411.059650751344,13.478809460541592,6.618725567475897,0.7879264103341314,3.755221600963485
81.03.01.2011,Matakus,Tanimbar Selatan,Kepulauan Tanimbar,intermittent,wind_solar_hybrid,547,134,654,160,2.0,132.65720081135905,0.3181818181818182,42.24,192.0,480000.0,998400.0,739200.0,9628.843454207,0.1275873191539608,6.9785827286711735,0.5264591566245465,2.3039408671284733
81.03.02.2005,Fursuy,Selaru,Kepulauan Tanimbar,intermittent,solar_battery,1149,270,1414,332,2.3333333333333335,47.54539340954943,0.3636363636363636,87.64800000000001,486.9,912938.0,1582425.0,1247682.0,7319.981422876017,0.8632560064967076,,0.2425180990090814,1.995487981708203
81.03.02.2006,Werain,Selaru,Kepulauan Tanimbar,intermittent,solar_battery,828,260,1049,329,2.6666666666666665,56.82556879739978,0.2727272727272727,86.856,482.5,904688.0,1568125.0,1236406.0,7744.33098708339,2.266958265043149,,0.428169784413301,2.2059414372240727
81.03.02.2007,Eliasa,Selaru,Kepulauan Tanimbar,intermittent,solar_battery,762,181,911,216,2.0,112.0541205412054,0.2727272727272727,57.02400000000001,316.8,594000.0,1029600.0,811800.0,12274.45671086403,2.3990529151744857,,0.4378934550106734,1.7159863896764616
81.03.03.2004,Amdasa,Wertamrian,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,848,260,1013,311,2.0,16.008217446270542,0.2272727272727272,82.10400000000001,328.4,829656.0,1509974.0,1169815.0,12705.967908821429,25.40817452009314,3.93927571524885,0.9460769309886332,6.054350412440591
81.03.03.2005,Sangliat Krawain,Wertamrian,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,920,272,1099,325,2.0,28.769633507853403,0.3181818181818182,85.80000000000001,343.2,867947.0,1579664.0,1223806.0,18416.99428262522,29.757663349104785,3.8966897143168033,0.96484073204952,6.159325908376291
81.03.03.2006,Arui Bab,Wertamrian,Kepulauan Tanimbar,intermittent,micro_hydro,2161,600,2508,696,1.6666666666666667,33.17021557994974,0.2727272727272727,183.744,408.3,1295913.0,2695498.0,1995706.0,20092.189931662502,30.44622488870753,4.035986049343812,0.9792349993981704,6.565523308069907
81.03.03.2007,Arui Das,Wertamrian,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,1034,298,1131,326,1.0,21.855072463768117,0.1818181818181818,86.06400000000001,344.3,876645.0,1595493.0,1236069.0,22871.45267918612,28.67421544075068,4.058811456142657,0.9939413392786272,6.8466007114352125
81.03.03.2008,Sangliat Dol,Wertamrian,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,895,260,1101,320,2.3333333333333335,32.738626226583406,0.1818181818181818,84.48,337.9,854682.0,1555522.0,1205102.0,16787.486138769407,13.585018784584536,3.84936936399616,0.9891124987679232,6.175788696546878
81.03.03.2009,Atubul Da,Wertamrian,Kepulauan Tanimbar,dark_settled,solar_biomass_hybrid,1404,354,1629,411,1.6666666666666667,26.16867469879518,0.1363636363636363,108.504,434.0,1088140.0,1980415.0,1534278.0,7507.084676740365,21.85958948919321,4.113329028195263,0.9898658712152842,5.289417940220917
81.03.04.2006,Wermatang,Wermaktian,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,919,237,1165,300,2.6666666666666665,6.072768974145121,0.1818181818181818,79.2,316.8,792000.0,1441440.0,1116720.0,9106.571213449384,13.599200036538477,4.739820721199013,0.7911806531978817,3.508149085255328
81.03.04.2007,Otemer,Wermaktian,Kepulauan Tanimbar,dark_settled,wind_solar_hybrid,1441,397,1722,474,2.0,8.77094687515917,0.1363636363636363,125.136,568.8,1422000.0,2957760.0,2189880.0,8678.703627630684,15.60043765620932,5.555646749025795,0.7432839086828391,4.095505281080869
81.03.04.2009,Marantutul,Wermaktian,Kepulauan Tanimbar,dark_settled,wind_solar_hybrid,699,174,860,214,2.3333333333333335,17.655512215150893,0.1363636363636363,56.495999999999995,256.8,642000.0,1335360.0,988680.0,14733.347487502628,8.346006340743822,5.629302712149189,0.4750342885524078,3.703275195333253
81.03.05.2007,Lamdesar Barat,Tanimbar Utara,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,913,286,1059,332,1.6666666666666667,34.48388147183328,0.3636363636363636,87.64800000000001,350.6,876500.0,1595230.0,1235865.0,23177.875778962145,2.2557264228994605,,0.7733424402247172,3.4797316557768907
81.03.05.2008,Lamdesar Timur,Tanimbar Utara,Kepulauan Tanimbar,intermittent,solar_battery,1722,541,1940,609,1.3333333333333333,76.10827775598274,0.2272727272727272,160.776,893.2,1674750.0,2902900.0,2288825.0,19277.293290942067,3.302549822603579,,0.601744990573692,2.6772915151658943
81.03.06.2001,Romean,Fordata,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,1668,471,1879,531,1.3333333333333333,341.016333938294,0.5454545454545454,140.184,560.7,1443292.0,2626792.0,2035042.0,21209.21139615697,1.1046280197420306,,0.9306335509595338,7.963593040352994
81.03.06.2002,Rumngeur,Fordata,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,314,91,386,112,2.3333333333333335,51.88172043010752,0.3181818181818182,29.568,118.3,308160.0,560851.0,434506.0,21388.687594146584,1.910429406461624,,0.9902160818367304,9.195995291628458
81.03.06.2003,Awear,Fordata,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,337,95,391,110,1.6666666666666667,71.0909090909091,0.1818181818181818,29.04,116.2,295425.0,537674.0,416550.0,21538.28540428068,2.104560705094485,,0.9620028409090908,6.695477248619481
81.03.06.2004,Sofyanin,Fordata,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,993,298,1152,346,1.6666666666666667,287.28179551122196,0.4545454545454545,91.34400000000001,365.4,951577.0,1731869.0,1341723.0,27089.499183551277,2.631190466460776,,0.8964035925110563,9.168201506842893
81.03.06.2005,Walerang,Fordata,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,787,231,887,260,1.3333333333333333,163.35174953959486,0.2272727272727272,68.64,274.6,737198.0,1341701.0,1039450.0,27777.28957428622,1.0771818697424718,,0.9517432830710152,12.385064995941685
81.03.06.2006,Adodo Fordata,Fordata,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,901,297,1077,355,2.0,253.41176470588235,0.2727272727272727,93.72000000000001,374.9,986729.0,1795847.0,1391288.0,31346.893362819865,0.4433918084537413,,0.9416419775400986,10.279189280316908
81.03.07.2008,Watmasa,Wuar Labobar,Kepulauan Tanimbar,intermittent,wind_solar_hybrid,1064,268,1272,320,2.0,17.757922658104146,0.1818181818181818,84.48,384.0,960000.0,1996800.0,1478400.0,11320.77539857584,10.04326151375074,6.408856337872097,0.7827986094257029,3.292545650946433
81.03.07.2009,Awear Rumngeur,Wuar Labobar,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,803,224,960,268,2.0,12.168842692356446,0.1818181818181818,70.752,283.0,707500.0,1287650.0,997575.0,19536.557041783875,9.850909199384285,4.987679457308984,0.7048256835529204,3.1722782180809648
81.03.07.2010,Karatat,Wuar Labobar,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,808,205,966,245,2.0,17.76061776061776,0.1818181818181818,64.68,258.7,646750.0,1177085.0,911918.0,22114.181813162904,12.039578994910542,4.96134493600665,0.9133368926855312,3.7970993229333
81.03.07.2011,Wunlah,Wuar Labobar,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,928,250,1045,282,1.3333333333333333,18.76122082585278,0.1818181818181818,74.448,297.8,744500.0,1354990.0,1049745.0,22944.80567851905,14.6842457888642,4.974154984939395,0.9073664399392456,4.5740492717399
81.03.07.2012,Kiloon,Wuar Labobar,Kepulauan Tanimbar,dark_settled,solar_biomass_hybrid,948,243,1133,290,2.0,16.762834738866694,0.1363636363636363,76.56,306.2,768249.0,1398213.0,1083231.0,26510.63925047357,13.569816163517324,3.92608647082232,0.9800233177735956,5.359121277007504
81.03.07.2014,Teineman,Wuar Labobar,Kepulauan Tanimbar,dark_settled,solar_biomass_hybrid,723,170,864,203,2.0,86.65997993981945,0.0454545454545454,53.592000000000006,214.4,550021.0,1001038.0,775530.0,27846.088556115024,0.5328544197886351,,0.922558383180774,7.615819461858575
81.03.08.2008,Alusi Batjas,Kormomolin,Kepulauan Tanimbar,dark_settled,solar_biomass_hybrid,624,199,724,231,1.6666666666666667,14.611503531786076,0.1363636363636363,60.98400000000001,243.9,617953.0,1124675.0,871314.0,28001.711393011323,25.982418645146065,4.037701077778908,0.9977408993899524,6.34531296828766
81.03.08.2009,Lorwembun,Kormomolin,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,1064,319,1272,381,2.0,24.960753532182103,0.1818181818181818,100.584,402.3,1022442.0,1860845.0,1441644.0,25265.55811617616,26.874659140734884,3.9240545246967264,0.9973886031070326,6.659703397738932
81.03.09.2001,Arma,Nirunmas,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,2327,674,2781,805,2.0,14.784688995215312,0.2272727272727272,212.52,850.1,2161772.0,3934425.0,3048098.0,29785.483378547844,18.12493069189204,4.170585974647644,0.913895219548822,6.7184767765483535
81.03.09.2002,Watmuri,Nirunmas,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,2289,665,2656,772,1.6666666666666667,90.8344733242134,0.1818181818181818,203.80800000000002,815.2,2056989.0,3743721.0,2900355.0,22603.28470529781,20.59094292178544,4.1995451810507625,0.9715050074532958,5.931770840228346
81.03.18.2003,Wulmasa,Molu Maru,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,620,170,741,203,2.0,87.17647058823529,0.3181818181818182,53.592000000000006,214.4,540591.0,983875.0,762233.0,47531.73581934496,1.137608380580885,,0.9179362642069692,5.856460310206546
81.03.18.2004,Tutunametal,Molu Maru,Kepulauan Tanimbar,intermittent,solar_biomass_hybrid,660,175,812,215,2.3333333333333335,42.138038401660616,0.2727272727272727,56.760000000000005,227.0,567500.0,1032850.0,800175.0,40965.69898059533,2.1313562179511405,,0.95417278916612,4.211433196604463
81.03.18.2005,Nurkat,Molu Maru,Kepulauan Tanimbar,dark_settled,solar_biomass_hybrid,898,245,1073,293,2.0,44.9895178197065,0.1363636363636363,77.352,309.4,783499.0,1425967.0,1104733.0,35813.89212215701,2.713208667023517,,0.8943368220868246,6.292634894711958
81.04.02.2007,Tanjung Karang,Air Buaya,Buru,intermittent,micro_hydro,1652,413,2033,508,2.3333333333333335,13.74391563007031,0.1818181818181818,134.112,298.0,1104430.0,2297214.0,1700822.0,12044.245831775852,40.830558021051054,0.6461273450573779,0.9411059144653472,19.298250439812914
81.04.02.2008,Bara,Air Buaya,Buru,dark_settled,micro_hydro,2206,550,2560,638,1.6666666666666667,8.588874723210091,0.1363636363636363,168.432,374.3,1410836.0,2934539.0,2172688.0,19598.09111040856,48.22164035071182,0.7963705098990571,0.9838752067727232,20.308240996399192
81.04.02.2019,Kampung Baru,Air Buaya,Buru,intermittent,micro_hydro,609,164,686,185,1.3333333333333333,1.8399806882493361,0.1818181818181818,48.84,108.5,409503.0,851767.0,630635.0,31184.52218098347,42.78798345632666,1.4424697735581782,0.9930984364565766,20.38756741904826
81.04.06.2004,Samalagi,Waplau,Buru,intermittent,solar_battery,478,142,555,165,1.6666666666666667,23.860705073086844,0.1818181818181818,43.56,242.0,477434.0,827552.0,652493.0,7584.858147981412,22.733586800686705,2.3721147702966263,0.6786259504107626,10.219597755520088
81.04.06.2005,Namsina,Waplau,Buru,intermittent,solar_biomass_hybrid,1411,375,1637,435,1.6666666666666667,101.17428924598269,0.3636363636363636,114.84,459.4,1210085.0,2202354.0,1706220.0,9395.76272183371,26.95178690134389,2.3721147702966263,0.8180085838192764,10.36218578983474
81.04.06.2006,Hatawano,Waplau,Buru,intermittent,solar_biomass_hybrid,1307,362,1562,433,2.0,48.61500155617802,0.1818181818181818,114.312,457.2,1219872.0,2220167.0,1720020.0,12319.10570262712,29.256814887100408,2.075228480769609,0.8211682833761718,11.725442700169504
81.04.06.2007,Waelihang,Waplau,Buru,intermittent,solar_biomass_hybrid,1178,324,1327,365,1.3333333333333333,48.69724770642202,0.4545454545454545,96.36,385.4,1051057.0,1912923.0,1481990.0,15461.220715066453,9.670030481608272,2.176522038293024,0.9796808765565737,14.087372116721175
81.04.06.2008,Waprea,Waplau,Buru,intermittent,solar_biomass_hybrid,1054,275,1223,319,1.6666666666666667,11.142492711370261,0.1818181818181818,84.216,336.9,910078.0,1656342.0,1283210.0,15469.364654454948,20.885291093309664,2.176522038293024,0.7978586160480665,13.05321215930694
81.04.06.2009,Waepotih,Waplau,Buru,intermittent,solar_biomass_hybrid,1634,451,1841,508,1.3333333333333333,15.706850951284022,0.2272727272727272,134.112,536.4,1443638.0,2627421.0,2035530.0,11951.386279423825,29.336554336880603,2.0650636756806096,0.9036570080686578,12.653849217565083
81.04.06.2010,Skikilale,Waplau,Buru,intermittent,solar_biomass_hybrid,395,102,445,115,1.3333333333333333,717.741935483871,0.2727272727272727,30.36,121.4,332728.0,605564.0,469146.0,13673.769052230991,0.49731661690594,2.176522038293024,0.7838991724420271,14.63022848696322
81.04.10.2006,Namlea Ilath,Batabual,Buru,intermittent,solar_biomass_hybrid,1875,472,2241,564,2.0,52.80395852968898,0.2727272727272727,148.896,595.6,1775781.0,3231922.0,2503852.0,24195.579243686232,15.953719045373733,2.513221143513545,0.9718946437335542,19.63000050401911
81.04.13.2004,Waedanga,Fena Leisela,Buru,intermittent,micro_hydro,321,92,351,101,1.0,13.791748526522595,0.1818181818181818,26.664,59.3,224822.0,467630.0,346226.0,16310.893698691068,39.22109054924001,0.9119406599377434,0.9805642388288732,20.660216336326798
81.04.13.2005,Lemanpoli,Fena Leisela,Buru,intermittent,micro_hydro,240,65,262,71,1.0,6.663275686673448,0.1818181818181818,18.744,41.7,159538.0,331840.0,245689.0,23439.56761813238,38.8725876060625,0.7136522555043202,0.9897463219133484,21.21380454076418
81.04.13.2006,Waelana-lana,Fena Leisela,Buru,intermittent,micro_hydro,844,248,907,266,0.8,18.223829616234678,0.1818181818181818,70.224,156.1,547508.0,1138816.0,843162.0,7042.114162309498,31.963352982525265,1.106034899897519,0.7614610725192182,16.118680676179423
81.04.13.2007,Waereman,Fena Leisela,Buru,intermittent,micro_hydro,683,190,747,208,1.0,10.911481156879931,0.2272727272727272,54.912000000000006,122.0,432100.0,898767.0,665434.0,19372.497400470853,39.195535771443865,0.5003489259506403,0.9132812362297712,16.668802697385374
81.04.13.2008,Waemite,Fena Leisela,Buru,intermittent,micro_hydro,430,163,470,178,1.0,9.152872444011685,0.1818181818181818,46.992000000000004,104.4,365563.0,760371.0,562967.0,22467.39189358658,46.39406201218051,0.6963589948500539,0.956695398999724,16.024986035139335
81.04.13.2009,Wasi,Fena Leisela,Buru,intermittent,micro_hydro,580,172,634,188,1.0,8.29300196206671,0.1818181818181818,49.632,110.3,395563.0,822772.0,609168.0,14920.069075535475,37.91802457642674,0.5607080989887344,0.8735894284455077,17.380016589052286
