kode_desa,name,kecamatan,kabupaten,l1_class,tech,pop_2017,hh_2017,pop_2026,hh_2026,growth_pct,density,lit_fraction,demand_kw,size_kw,capex_low_usd,capex_high_usd,capex_mid_usd,dist_grid_m,hydro_kw,wind50,feedstock,slope_deg
81.01.16.2004,Akoon,Nusa Laut,Maluku Tengah,intermittent,solar_biomass_hybrid,602,210,658,230,1.0,186.9318181818182,0.1818181818181818,60.72,242.9,649339.0,1181798.0,915568.0,12325.610766433649,3.011510538314477,,0.9000156776671631,11.931161582088205
81.01.16.2005,Nalahia,Nusa Laut,Maluku Tengah,intermittent,solar_biomass_hybrid,487,182,523,196,0.8,237.72727272727272,0.3181818181818182,51.744,207.0,589987.0,1073776.0,831882.0,10963.576992421313,7.186302249693803,,0.9372353991328743,17.003544269673128
81.01.16.2006,Sila,Nusa Laut,Maluku Tengah,intermittent,solar_biomass_hybrid,301,104,329,114,1.0,144.2982456140351,0.3636363636363636,30.096,120.4,330150.0,600872.0,465511.0,9563.055866196746,5.731406909940569,,0.9370776671216487,14.684273176646098
81.01.16.2007,Leinitu,Nusa Laut,Maluku Tengah,intermittent,solar_biomass_hybrid,280,106,306,116,1.0,88.69565217391303,0.3636363636363636,30.624000000000002,122.5,325429.0,592281.0,458855.0,9152.522512605472,2.981480645432633,,0.9152013903087302,11.262617616541222
81.01.20.2002,Horale,Seram Utara Barat,Maluku Tengah,intermittent,micro_hydro,1620,458,1825,516,1.3333333333333333,35.27251642829532,0.1818181818181818,136.22400000000002,302.7,996962.0,2073680.0,1535321.0,19975.32659268366,49.40546143911099,0.6896965615069238,0.9865482075143,10.394024067539949
81.01.20.2003,Wailulu,Seram Utara Barat,Maluku Tengah,intermittent,micro_hydro,594,157,669,177,1.3333333333333333,42.638623326959845,0.1818181818181818,46.728,103.8,332446.0,691488.0,511967.0,31473.114439152665,34.93491099546932,0.911991962133098,0.7247716491588757,7.488237458970743
81.01.20.2004,Paa,Seram Utara Barat,Maluku Tengah,intermittent,solar_biomass_hybrid,410,105,505,129,2.3333333333333335,50.5,0.1818181818181818,34.056000000000004,136.2,343932.0,625956.0,484944.0,35415.135831352185,12.89273906177281,0.911991962133098,0.8839001542510828,6.007872394053552
81.01.20.2005,Karlutu Kara,Seram Utara Barat,Maluku Tengah,intermittent,solar_biomass_hybrid,567,163,620,178,1.0,30.407062285434037,0.2272727272727272,46.992000000000004,188.0,470000.0,855400.0,662700.0,38874.41244210322,12.43836084521752,0.911991962133098,0.7127159777428518,4.710976395034164
81.01.20.2007,Labuan,Seram Utara Barat,Maluku Tengah,intermittent,solar_biomass_hybrid,1044,321,1176,362,1.3333333333333333,244.4906444906445,0.5,95.56800000000001,382.3,955750.0,1739465.0,1347608.0,45389.4446020355,0.810530476690254,,0.7700049293460401,2.1091610725375247
81.01.20.2008,Gale-gale,Seram Utara Barat,Maluku Tengah,intermittent,micro_hydro,1881,535,2183,621,1.6666666666666667,20.705681494830692,0.1818181818181818,163.94400000000002,364.3,1199782.0,2495546.0,1847664.0,19446.87903744133,37.4661601668268,0.825960619831507,0.9458467656722862,10.38845853718513
81.01.20.2009,Latea,Seram Utara Barat,Maluku Tengah,dark_settled,micro_hydro,1360,383,1578,444,1.6666666666666667,12.349350446079198,0.1363636363636363,117.216,260.5,862908.0,1794849.0,1328878.0,19421.35818781413,34.24577532087256,0.8671346274351577,0.9153190097489838,11.000256815159792
81.01.20.2010,Lisabata Timur,Seram Utara Barat,Maluku Tengah,dark_settled,micro_hydro,811,218,914,246,1.3333333333333333,7.635756056808688,0.1363636363636363,64.944,144.3,494850.0,1029289.0,762070.0,22052.33917262237,45.26587798088914,0.9036269231515008,0.9135602142216472,14.738138136598709
81.01.20.2011,Rumahwey,Seram Utara Barat,Maluku Tengah,intermittent,micro_hydro,423,112,506,134,2.0,4.472730487050296,0.1818181818181818,35.376,78.6,281099.0,584685.0,432892.0,24037.60532673232,51.6827928118829,0.9630577454850942,0.9882057879548628,17.221117577033088
