kode_desa,name,kecamatan,kabupaten,tech,l1_class,pop_2026,hh_2026,demand_kw,capex_usd,annual_kwh,annual_revenue_usd,annual_om_usd,annual_ncf_usd,npv_usd,irr,payback_yrs,lcoe_usd_kwh
81.05.10.2002,Kartutin Kartenga,Teor,Seram Bagian Timur,solar_biomass_hybrid,intermittent,204,53,13.99,62775.0,112748.0,21002.0,1569.0,19432.0,135326.0,0.3081,4.0,0.0685
81.05.10.2004,Duryar Rumoy,Teor,Seram Bagian Timur,solar_biomass_hybrid,intermittent,646,194,51.22,227802.0,412792.0,76891.0,5695.0,71196.0,498001.0,0.3111,4.0,0.0679
81.05.10.2005,Lapang Kampung Jawa,Teor,Seram Bagian Timur,solar_biomass_hybrid,intermittent,251,68,17.95,72604.0,144663.0,26946.0,1815.0,25131.0,183595.0,0.3452,3.0,0.0618
81.05.10.2007,Kampung Baru,Teor,Seram Bagian Timur,solar_biomass_hybrid,intermittent,180,48,12.67,51786.0,102110.0,19020.0,1295.0,17725.0,128915.0,0.3413,3.0,0.0624
81.05.10.2009,Kiliwouw,Teor,Seram Bagian Timur,solar_biomass_hybrid,intermittent,763,198,52.27,225435.0,421254.0,78467.0,5636.0,72831.0,517040.0,0.3219,4.0,0.0659
81.05.11.2004,Amarwatu,Gorom Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,950,269,71.02,278378.0,572364.0,106614.0,6959.0,99655.0,737550.0,0.3572,3.0,0.0599
81.05.11.2005,Aran,Gorom Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,548,133,35.11,140757.0,282959.0,52707.0,3519.0,49188.0,360686.0,0.3486,3.0,0.0612
81.05.11.2008,Tunas Ilur,Gorom Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,299,91,24.02,93380.0,193582.0,36058.0,2334.0,33724.0,250418.0,0.3604,3.0,0.0594
81.05.11.2009,Sagey,Gorom Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,643,187,49.37,193944.0,397883.0,74113.0,4849.0,69265.0,512176.0,0.3563,3.0,0.06
81.05.11.2012,Basarin,Gorom Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,399,117,30.89,120061.0,248949.0,46372.0,3002.0,43370.0,322074.0,0.3605,3.0,0.0594
81.05.11.2013,Goha,Gorom Timur,Seram Bagian Timur,solar_battery,intermittent,202,50,13.2,82204.0,106381.0,19816.0,1808.0,18007.0,101370.0,0.2146,5.0,0.0928
81.05.12.2001,Hote,Bula Barat,Seram Bagian Timur,micro_hydro,intermittent,428,130,34.32,377230.0,276592.0,51521.0,7545.0,43976.0,71083.0,0.0989,9.0,0.1611
81.05.12.2002,Banggoi,Bula Barat,Seram Bagian Timur,micro_hydro,intermittent,544,160,42.24,464823.0,340421.0,63410.0,9296.0,54114.0,86837.0,0.0987,9.0,0.1612
81.05.12.2003,Waematakabo,Bula Barat,Seram Bagian Timur,solar_battery,intermittent,840,291,76.82,478426.0,619108.0,115321.0,10525.0,104796.0,589911.0,0.2146,5.0,0.0928
81.05.12.2004,Waiketam Baru,Bula Barat,Seram Bagian Timur,solar_biomass_hybrid,intermittent,1454,448,118.27,459719.0,953162.0,177545.0,11493.0,166052.0,1233097.0,0.3604,3.0,0.0594
81.05.12.2005,Waisamet,Bula Barat,Seram Bagian Timur,solar_battery,intermittent,992,306,80.78,503087.0,651022.0,121266.0,11068.0,110198.0,620322.0,0.2146,5.0,0.0928
81.05.12.2006,Aki Jaya,Bula Barat,Seram Bagian Timur,solar_battery,intermittent,962,271,71.54,445544.0,576555.0,107395.0,9802.0,97593.0,549364.0,0.2146,5.0,0.0928
81.05.12.2009,Sumber Agung,Bula Barat,Seram Bagian Timur,solar_battery,intermittent,927,268,70.75,440612.0,570188.0,106209.0,9693.0,96515.0,543312.0,0.2146,5.0,0.0928
81.05.12.2011,Jembatan Basah,Bula Barat,Seram Bagian Timur,solar_biomass_hybrid,intermittent,725,218,57.55,223703.0,463807.0,86393.0,5593.0,80801.0,600017.0,0.3604,3.0,0.0594
81.05.12.2012,Dreamland Hills,Bula Barat,Seram Bagian Timur,solar_biomass_hybrid,intermittent,583,172,45.41,176499.0,365968.0,68169.0,4412.0,63756.0,473464.0,0.3605,3.0,0.0594
81.05.12.2013,Banggoi Pancorang,Bula Barat,Seram Bagian Timur,solar_battery,intermittent,264,79,20.86,129882.0,168115.0,31315.0,2857.0,28457.0,160226.0,0.2146,5.0,0.0928
81.05.13.2005,Kelaba,Kian Darat,Seram Bagian Timur,solar_biomass_hybrid,dark_settled,736,189,49.9,194429.0,402154.0,74909.0,4861.0,70048.0,519678.0,0.3595,3.0,0.0595
81.05.13.2006,Kilga Kilwouw,Kian Darat,Seram Bagian Timur,solar_biomass_hybrid,intermittent,945,243,64.15,249357.0,516998.0,96301.0,6234.0,90067.0,668830.0,0.3604,3.0,0.0594
81.05.13.2007,Kilga Watubau,Kian Darat,Seram Bagian Timur,solar_biomass_hybrid,intermittent,1091,294,77.62,301691.0,625555.0,116522.0,7542.0,108980.0,809300.0,0.3605,3.0,0.0594
81.05.13.2009,Kileser,Kian Darat,Seram Bagian Timur,solar_biomass_hybrid,intermittent,440,117,30.89,122761.0,248949.0,46372.0,3069.0,43303.0,318686.0,0.3519,3.0,0.0607
81.05.14.2002,Kuwaos,Siritaun Wida Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,997,300,79.2,327718.0,638289.0,118894.0,8193.0,110701.0,800820.0,0.3368,3.0,0.0632
81.05.14.2003,Salagor Air,Siritaun Wida Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,794,214,56.5,228943.0,455345.0,84817.0,5724.0,79093.0,577373.0,0.3445,3.0,0.0619
81.05.14.2004,Salagor Kota,Siritaun Wida Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,831,240,63.36,260232.0,510631.0,95115.0,6506.0,88609.0,643094.0,0.3395,3.0,0.0627
81.05.14.2005,Aruan Gaur,Siritaun Wida Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,608,162,42.77,166238.0,344692.0,64206.0,4156.0,60050.0,445938.0,0.3605,3.0,0.0594
81.05.14.2006,Keta Rumadan,Siritaun Wida Timur,Seram Bagian Timur,micro_hydro,dark_settled,429,124,32.74,355506.0,263858.0,49149.0,7110.0,42039.0,73056.0,0.101,9.0,0.1591
81.05.14.2007,Lian Tasik,Siritaun Wida Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,751,204,53.86,213331.0,434069.0,80854.0,5333.0,75520.0,556562.0,0.3532,3.0,0.0605
81.05.14.2008,Keta,Siritaun Wida Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,421,125,33.0,128551.0,265954.0,49539.0,3214.0,46325.0,343712.0,0.3596,3.0,0.0595
81.05.14.2009,Air Nanang,Siritaun Wida Timur,Seram Bagian Timur,solar_biomass_hybrid,intermittent,697,197,52.01,202872.0,419159.0,78077.0,5072.0,73005.0,541374.0,0.3591,3.0,0.0596
81.05.15.2002,Bellis,Teluk Waru,Seram Bagian Timur,micro_hydro,dark_settled,788,209,55.18,597232.0,444707.0,82835.0,11945.0,70891.0,125462.0,0.1015,9.0,0.1586
81.05.15.2003,Dawang,Teluk Waru,Seram Bagian Timur,micro_hydro,dark_settled,673,189,49.9,552176.0,402154.0,74909.0,11044.0,63866.0,98901.0,0.0978,9.0,0.1621
81.05.15.2004,Solang,Teluk Waru,Seram Bagian Timur,micro_hydro,dark_settled,526,134,35.38,395643.0,285134.0,53112.0,7913.0,45199.0,65138.0,0.096,9.0,0.1639
81.05.15.2005,Karay,Teluk Waru,Seram Bagian Timur,solar_biomass_hybrid,intermittent,887,207,54.65,212415.0,440435.0,82040.0,5310.0,76729.0,569801.0,0.3605,3.0,0.0594
81.05.15.2007,Nama Andan,Teluk Waru,Seram Bagian Timur,solar_battery,intermittent,424,107,28.25,175916.0,227672.0,42408.0,3870.0,38538.0,216962.0,0.2146,5.0,0.0928
81.05.15.2009,Kampung Baru,Teluk Waru,Seram Bagian Timur,solar_biomass_hybrid,intermittent,313,75,19.8,76962.0,159572.0,29723.0,1924.0,27799.0,206439.0,0.3604,3.0,0.0594
81.05.15.2010,Boinfia,Teluk Waru,Seram Bagian Timur,solar_biomass_hybrid,intermittent,296,77,20.33,79014.0,163844.0,30519.0,1975.0,28544.0,211975.0,0.3605,3.0,0.0594
81.06.03.2001,Murnaten,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,2385,547,144.41,1687832.0,1163829.0,216786.0,33757.0,183029.0,178058.0,0.0886,10.0,0.1713
81.06.03.2002,Nikulukan,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,775,190,50.16,591212.0,404249.0,75299.0,11824.0,63475.0,55885.0,0.0872,10.0,0.1727
81.06.03.2003,Niwelehu,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,858,232,61.25,718878.0,493626.0,91947.0,14378.0,77570.0,71908.0,0.0879,10.0,0.172
81.06.03.2004,Nuniali,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,746,181,47.78,544626.0,385069.0,71727.0,10893.0,60834.0,75546.0,0.0927,9.0,0.167
81.06.03.2005,Lisabata,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,1362,363,95.83,1158671.0,772313.0,143858.0,23173.0,120685.0,71651.0,0.083,10.0,0.1772
81.06.03.2006,Wakolo,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,393,108,28.51,332542.0,229768.0,42799.0,6651.0,36148.0,35967.0,0.0889,10.0,0.1709
81.06.03.2007,Patahuwe,Taniwel,Seram Bagian Barat,micro_hydro,dark_settled,449,104,27.46,332406.0,221306.0,41222.0,6648.0,34574.0,20062.0,0.0828,10.0,0.1774
81.06.03.2008,Taniwel,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,2008,562,148.37,1684218.0,1195744.0,222731.0,33684.0,189046.0,243012.0,0.0934,9.0,0.1663
81.06.03.2009,Hulung,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,971,260,68.64,790847.0,553183.0,103041.0,15817.0,87224.0,98360.0,0.091,10.0,0.1688
81.06.03.2010,Kasieh,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,1410,354,93.46,1092757.0,753213.0,140301.0,21855.0,118445.0,114734.0,0.0885,10.0,0.1713
81.06.03.2011,Nukuhai,Taniwel,Seram Bagian Barat,solar_biomass_hybrid,intermittent,399,111,29.3,134128.0,236135.0,43985.0,3353.0,40631.0,280089.0,0.3014,4.0,0.0699
81.06.03.2012,Pasinalo,Taniwel,Seram Bagian Barat,solar_biomass_hybrid,intermittent,468,125,33.0,138447.0,265954.0,49539.0,3461.0,46078.0,331294.0,0.3317,4.0,0.0641
81.06.03.2028,Uweth,Taniwel,Seram Bagian Barat,solar_biomass_hybrid,intermittent,812,205,54.12,210363.0,436164.0,81244.0,5259.0,75985.0,564265.0,0.3604,3.0,0.0594
81.06.03.2029,Laturake,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,736,197,52.01,659166.0,419159.0,78077.0,13183.0,64893.0,2387.0,0.0755,11.0,0.1857
81.06.03.2030,Buria,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,2111,497,131.21,1645520.0,1057448.0,196970.0,32910.0,164060.0,26987.0,0.0771,11.0,0.1838
81.06.03.2032,Rumahsoal,Taniwel,Seram Bagian Barat,micro_hydro,intermittent,391,101,26.66,327033.0,214858.0,40022.0,6541.0,33481.0,14288.0,0.0807,10.0,0.1797
81.06.03.2034,Niniari,Taniwel,Seram Bagian Barat,micro_hydro,dark_settled,735,157,41.45,495691.0,334054.0,62224.0,9914.0,52310.0,37585.0,0.0848,10.0,0.1752
81.06.04.2002,Allang Asaude,Huamual Belakang,Seram Bagian Barat,micro_hydro,intermittent,1366,363,95.83,1059112.0,772313.0,143858.0,21182.0,122676.0,191509.0,0.098,9.0,0.1619
81.06.04.2003,Sole,Huamual Belakang,Seram Bagian Barat,solar_biomass_hybrid,intermittent,3499,877,231.53,1032856.0,1865947.0,347569.0,25821.0,321748.0,2247197.0,0.3101,4.0,0.0681
81.06.04.2004,Tonu Jaya,Huamual Belakang,Seram Bagian Barat,solar_biomass_hybrid,intermittent,2512,621,163.94,754307.0,1321225.0,246104.0,18858.0,227246.0,1562354.0,0.2997,4.0,0.0703
81.06.04.2005,Tahalupu,Huamual Belakang,Seram Bagian Barat,micro_hydro,intermittent,9029,2173,573.67,6920838.0,4623321.0,861184.0,138417.0,722767.0,447405.0,0.0834,10.0,0.1768
81.06.05.2001,Tihulale,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,2230,611,161.3,2030215.0,1299949.0,242141.0,40604.0,201537.0,24348.0,0.0766,11.0,0.1844
81.06.05.2002,Rumahkay,Amalatu,Seram Bagian Barat,micro_hydro,dark_settled,2568,724,191.14,2484354.0,1540435.0,286936.0,49687.0,237249.0,-65720.0,0.0715,11.0,0.1905
81.06.05.2003,Latu,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,5004,1385,365.64,4139939.0,2946766.0,548893.0,82799.0,466094.0,611651.0,0.0939,9.0,0.1659
81.06.05.2004,Tomalehu,Amalatu,Seram Bagian Barat,solar_biomass_hybrid,intermittent,938,249,65.74,281734.0,529812.0,98688.0,7043.0,91644.0,652535.0,0.3241,4.0,0.0655
81.06.05.2005,Hualoy,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,2530,678,178.99,2187491.0,1442516.0,268697.0,43750.0,224947.0,105729.0,0.0813,10.0,0.1791
81.06.05.2006,Seriholo,Amalatu,Seram Bagian Barat,solar_biomass_hybrid,dark_settled,1062,265,69.96,305709.0,563822.0,105023.0,7643.0,97380.0,687031.0,0.3173,4.0,0.0667
81.06.05.2007,Tala,Amalatu,Seram Bagian Barat,micro_hydro,intermittent,626,164,43.3,504880.0,348963.0,65001.0,10098.0,54904.0,54835.0,0.089,10.0,0.1709
81.06.06.2002,Rambatu,Inamosol,Seram Bagian Barat,micro_hydro,intermittent,1207,307,81.05,966065.0,653198.0,121671.0,19321.0,102350.0,77337.0,0.0854,10.0,0.1747
81.06.06.2005,Hukuanakota,Inamosol,Seram Bagian Barat,micro_hydro,intermittent,1020,248,65.47,774432.0,527636.0,98282.0,15489.0,82794.0,69609.0,0.0866,10.0,0.1733
81.06.08.2005,Kulur,Huamual,Seram Bagian Barat,solar_battery,intermittent,1097,298,78.67,500942.0,634017.0,118098.0,11021.0,107077.0,590657.0,0.2089,5.0,0.0949
81.06.10.2001,Sohuwe,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,757,196,51.74,674792.0,416983.0,77671.0,13496.0,64175.0,-20557.0,0.071,11.0,0.1911
81.06.10.2003,Lumahlatal,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,509,133,35.11,448671.0,282959.0,52707.0,8973.0,43733.0,-2834.0,0.0742,11.0,0.1873
81.06.10.2005,Seakasale,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,419,117,30.89,397021.0,248949.0,46372.0,7940.0,38431.0,-5235.0,0.0733,11.0,0.1883
81.06.10.2006,Makububui,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,887,239,63.1,799811.0,508536.0,94725.0,15996.0,78728.0,2786.0,0.0755,11.0,0.1857
81.06.10.2007,Sukaraja,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,614,177,46.73,193776.0,376606.0,70150.0,4844.0,65306.0,471984.0,0.336,3.0,0.0633
81.06.10.2008,Uwen Pantai,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,602,179,47.26,597123.0,380878.0,70946.0,11942.0,59003.0,4387.0,0.076,11.0,0.1851
81.06.10.2009,Tounussa,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,394,109,28.78,113621.0,231944.0,43204.0,2841.0,40364.0,297865.0,0.3544,3.0,0.0603
81.06.10.2010,Musihuwey,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,592,164,43.3,173692.0,348963.0,65001.0,4342.0,60659.0,444695.0,0.3483,3.0,0.0613
81.06.10.2011,Solea,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,754,213,56.23,218572.0,453169.0,84412.0,5464.0,78947.0,586255.0,0.3604,3.0,0.0594
81.06.10.2012,Waraloin,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,350,110,29.04,365879.0,234039.0,43594.0,7318.0,36277.0,3944.0,0.0764,11.0,0.1846
81.06.10.2013,Walakone,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,712,171,45.14,175473.0,363792.0,67763.0,4387.0,63377.0,470619.0,0.3604,3.0,0.0594
81.06.10.2014,Hatunuru,Taniwel Timur,Seram Bagian Barat,micro_hydro,intermittent,534,136,35.9,404698.0,289325.0,53892.0,8094.0,45799.0,62195.0,0.0946,9.0,0.1652
81.06.10.2015,Lumahpelu,Taniwel Timur,Seram Bagian Barat,solar_biomass_hybrid,intermittent,758,215,56.76,226865.0,457440.0,85207.0,5672.0,79536.0,583959.0,0.3497,3.0,0.061
81.06.11.2002,Sanahu,Elpaputih,Seram Bagian Barat,micro_hydro,dark_settled,1231,321,84.74,1017317.0,682937.0,127210.0,20346.0,106864.0,72107.0,0.0842,10.0,0.1759
81.06.11.2003,Wasia,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,362,102,26.93,345198.0,217034.0,40427.0,6904.0,33523.0,-3449.0,0.0737,11.0,0.1878
81.06.11.2004,Sumeith Pasinaro,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,316,74,19.54,234100.0,157477.0,29333.0,4682.0,24651.0,17206.0,0.0845,10.0,0.1756
81.06.11.2006,Abio Ahiolo,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,1280,276,72.86,876459.0,587193.0,109376.0,17529.0,91847.0,59875.0,0.0839,10.0,0.1763
81.06.11.2007,Huku Kecil,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,457,100,26.4,333256.0,212763.0,39631.0,6665.0,32966.0,2817.0,0.0761,11.0,0.185
81.06.11.2008,Elpaputih,Elpaputih,Seram Bagian Barat,micro_hydro,intermittent,2224,628,165.79,2019989.0,1336135.0,248881.0,40400.0,208481.0,105373.0,0.0818,10.0,0.1785
81.07.01.2003,Kobraur,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,dark_settled,228,60,15.84,61570.0,127658.0,23779.0,1539.0,22239.0,165150.0,0.3604,3.0,0.0594
81.07.01.2004,Lau-Lau,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,dark_settled,592,167,44.09,171369.0,355330.0,66187.0,4284.0,61903.0,459700.0,0.3605,3.0,0.0594
81.07.01.2005,Gorar,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,dark_settled,514,152,40.13,155976.0,323416.0,60242.0,3899.0,56343.0,418413.0,0.3605,3.0,0.0594
81.07.01.2006,Tungu,Pulau-Pulau Aru,Kepulauan Aru,solar_battery,intermittent,329,95,25.08,156187.0,202125.0,37650.0,3436.0,34214.0,192603.0,0.2146,5.0,0.0928
81.07.01.2007,Tunguwatu,Pulau-Pulau Aru,Kepulauan Aru,solar_biomass_hybrid,intermittent,795,222,58.61,227807.0,472350.0,87984.0,5695.0,82289.0,611089.0,0.3605,3.0,0.0594
81.07.02.2001,Jerol,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,841,209,55.18,343611.0,444707.0,82835.0,7559.0,75276.0,423788.0,0.2146,5.0,0.0928
81.07.02.2003,Kabalukin,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,700,163,43.03,267984.0,346787.0,64596.0,5896.0,58700.0,330435.0,0.2146,5.0,0.0928
81.07.02.2004,Kalar-Kalar,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,1519,362,95.57,595155.0,770218.0,143468.0,13093.0,130375.0,733949.0,0.2146,5.0,0.0928
81.07.02.2006,Ngaiguli,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,264,76,20.06,77988.0,161668.0,30114.0,1950.0,28164.0,209130.0,0.3604,3.0,0.0594
81.07.02.2008,Ngaibor,Aru Selatan,Kepulauan Aru,wind_solar_hybrid,intermittent,564,155,40.92,244737.0,329782.0,61428.0,6608.0,54821.0,314130.0,0.2198,5.0,0.0928
81.07.02.2026,Lor-lor,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,900,251,66.26,257566.0,534003.0,99468.0,6439.0,93029.0,690820.0,0.3604,3.0,0.0594
81.07.02.2027,Gaimar,Aru Selatan,Kepulauan Aru,solar_battery,intermittent,257,68,17.95,111797.0,144663.0,26946.0,2460.0,24487.0,137833.0,0.2145,5.0,0.0928
81.07.02.2029,Doka Barat,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,515,148,39.07,151871.0,314873.0,58651.0,3797.0,54854.0,407342.0,0.3604,3.0,0.0594
81.07.02.2031,Jelia,Aru Selatan,Kepulauan Aru,solar_biomass_hybrid,intermittent,346,89,23.5,91328.0,189391.0,35278.0,2283.0,32995.0,245035.0,0.3605,3.0,0.0594
81.07.03.2003,Gardakau,Aru Tengah,Kepulauan Aru,solar_battery,dark_settled,1288,343,90.55,563917.0,729761.0,135932.0,12406.0,123526.0,695368.0,0.2146,5.0,0.0928
81.07.03.2006,Lorang,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,dark_settled,274,72,19.01,73883.0,153205.0,28537.0,1847.0,26690.0,198212.0,0.3605,3.0,0.0594
81.07.03.2008,Manjau,Aru Tengah,Kepulauan Aru,solar_battery,dark_settled,407,127,33.53,208797.0,270225.0,50335.0,4594.0,45741.0,257511.0,0.2146,5.0,0.0928
81.07.03.2009,Kwarbola,Aru Tengah,Kepulauan Aru,solar_battery,intermittent,226,63,16.63,103577.0,134024.0,24965.0,2279.0,22686.0,127695.0,0.2145,5.0,0.0928
81.07.03.2030,Kobasel Timur,Aru Tengah,Kepulauan Aru,solar_battery,intermittent,283,129,34.06,212086.0,274496.0,51130.0,4666.0,46464.0,261595.0,0.2146,5.0,0.0928
81.07.03.2031,Fatlabata,Aru Tengah,Kepulauan Aru,solar_battery,intermittent,442,126,33.26,207153.0,268049.0,49929.0,4557.0,45372.0,255391.0,0.2145,5.0,0.0928
81.07.03.2033,Wakua,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,intermittent,1572,447,118.01,458693.0,951066.0,177155.0,11467.0,165687.0,1230405.0,0.3605,3.0,0.0594
81.07.03.2037,Tanah Miring,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,intermittent,459,137,36.17,140584.0,291501.0,54298.0,3515.0,50783.0,377125.0,0.3605,3.0,0.0594
81.07.03.2043,Maijuring,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,dark_settled,964,294,77.62,301691.0,625555.0,116522.0,7542.0,108980.0,809300.0,0.3605,3.0,0.0594
81.07.03.2045,Selibata-bata,Aru Tengah,Kepulauan Aru,solar_biomass_hybrid,dark_settled,1087,332,87.65,340685.0,706389.0,131579.0,8517.0,123062.0,913865.0,0.3605,3.0,0.0594
81.07.04.2001,Marlasi,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,1925,525,138.6,828948.0,1117005.0,208064.0,22382.0,185682.0,1063990.0,0.2198,5.0,0.0928
81.07.04.2002,Kolamar,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,837,223,58.87,352106.0,474445.0,88375.0,9507.0,78868.0,451911.0,0.2198,5.0,0.0928
81.07.04.2004,Tasinwaha,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,537,120,31.68,189474.0,255315.0,47557.0,5116.0,42442.0,243197.0,0.2198,5.0,0.0928
81.07.04.2005,Foket,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,685,188,49.63,296843.0,399978.0,74504.0,8015.0,66489.0,380978.0,0.2198,5.0,0.0928
81.07.04.2006,Kaibolafin,Aru Utara,Kepulauan Aru,solar_battery,dark_settled,355,94,24.82,154543.0,200029.0,37259.0,3400.0,33859.0,190637.0,0.2146,5.0,0.0928
81.07.04.2007,Wahangula-Ngula,Aru Utara,Kepulauan Aru,wind_solar_hybrid,intermittent,262,78,20.59,123158.0,165939.0,30909.0,3325.0,27584.0,158048.0,0.2198,5.0,0.0928
81.07.04.2008,Wahayum,Aru Utara,Kepulauan Aru,solar_biomass_hybrid,dark_settled,489,129,34.06,132374.0,274496.0,51130.0,3309.0,47821.0,355136.0,0.3605,3.0,0.0594
81.07.04.2009,Warialau,Aru Utara,Kepulauan Aru,solar_battery,dark_settled,835,245,64.68,422206.0,521269.0,97097.0,9289.0,87808.0,472952.0,0.2028,5.0,0.0973
81.07.04.2010,Jerwatu,Aru Utara,Kepulauan Aru,solar_biomass_hybrid,dark_settled,449,123,32.47,126218.0,261682.0,48743.0,3155.0,45588.0,338528.0,0.3604,3.0,0.0594
81.07.04.2013,Selmona,Aru Utara,Kepulauan Aru,solar_biomass_hybrid,intermittent,558,149,39.34,152898.0,317049.0,59057.0,3822.0,55234.0,410186.0,0.3605,3.0,0.0594
81.07.05.2001,Kabalsiang,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,937,262,69.17,430747.0,557455.0,103837.0,9476.0,94360.0,531210.0,0.2146,5.0,0.0928
81.07.05.2002,Benjuring,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,798,217,57.29,356764.0,461712.0,86003.0,7849.0,78154.0,439976.0,0.2146,5.0,0.0928
81.07.05.2003,Batuley,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,358,107,28.25,175916.0,227672.0,42408.0,3870.0,38538.0,216962.0,0.2146,5.0,0.0928
81.07.05.2004,Kumul,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,intermittent,1039,276,72.86,453764.0,587193.0,109376.0,9983.0,99393.0,559501.0,0.2146,5.0,0.0928
81.07.05.2006,Sewer,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,dark_settled,536,154,40.66,253187.0,327687.0,61038.0,5570.0,55468.0,312281.0,0.2146,5.0,0.0928
81.07.05.2008,Kompane,Aru Utara Timur Batuley,Kepulauan Aru,solar_battery,dark_settled,588,172,45.41,282781.0,365968.0,68169.0,6221.0,61948.0,348743.0,0.2146,5.0,0.0928
81.07.05.2009,Kobamar,Aru Utara Timur Batuley,Kepulauan Aru,solar_biomass_hybrid,intermittent,335,99,26.14,101590.0,210667.0,39241.0,2540.0,36701.0,272560.0,0.3605,3.0,0.0594
81.07.06.2006,Leiting,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,intermittent,773,203,53.59,208310.0,431893.0,80448.0,5208.0,75241.0,558730.0,0.3604,3.0,0.0594
81.07.06.2007,Bardefan,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,dark_settled,266,80,21.12,82093.0,170210.0,31705.0,2052.0,29653.0,220201.0,0.3604,3.0,0.0594
81.07.06.2008,Mohongsel,Sir-Sir,Kepulauan Aru,solar_battery,intermittent,336,93,24.55,152899.0,197853.0,36854.0,3364.0,33490.0,188517.0,0.2145,5.0,0.0928
81.07.06.2009,Kolaha,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,dark_settled,595,169,44.62,173421.0,359602.0,66983.0,4336.0,62647.0,465236.0,0.3605,3.0,0.0594
81.07.06.2010,Goda-Goda,Sir-Sir,Kepulauan Aru,solar_biomass_hybrid,dark_settled,695,194,51.22,199075.0,412792.0,76891.0,4977.0,71914.0,534049.0,0.3605,3.0,0.0594
81.07.07.2001,Koijabi,Aru Tengah Timur,Kepulauan Aru,solar_battery,intermittent,1135,289,76.3,475137.0,614917.0,114540.0,10453.0,104087.0,585980.0,0.2146,5.0,0.0928
