kode_desa,name,kecamatan,kabupaten,tech,l1_class,pop_2026,hh_2026,demand_kw,capex_usd,annual_kwh,annual_revenue_usd,annual_om_usd,annual_ncf_usd,npv_usd,irr,payback_yrs,lcoe_usd_kwh
81.09.05.2025,Waewali,Leksula,Buru Selatan,micro_hydro,intermittent,295,65,17.16,194509.0,138296.0,25760.0,3890.0,21870.0,28446.0,0.0937,9.0,0.1661
81.09.05.2029,Grahwaen,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,397,86,22.7,95744.0,182944.0,34077.0,2394.0,31683.0,227251.0,0.3298,4.0,0.0644
81.09.05.2030,Terkuri,Leksula,Buru Selatan,solar_biomass_hybrid,intermittent,239,57,15.05,63490.0,121291.0,22593.0,1587.0,21006.0,150651.0,0.3297,4.0,0.0644
81.09.06.2001,Nusarua,Fena Fafan,Buru Selatan,micro_hydro,intermittent,471,104,27.46,322668.0,221306.0,41222.0,6453.0,34769.0,31786.0,0.0877,10.0,0.1722
81.09.06.2002,Mangeswaen,Fena Fafan,Buru Selatan,micro_hydro,intermittent,1072,233,61.51,710547.0,495721.0,92338.0,14211.0,78127.0,85917.0,0.0905,10.0,0.1693
81.09.06.2003,Waekatin,Fena Fafan,Buru Selatan,micro_hydro,intermittent,815,194,51.22,573920.0,412792.0,76891.0,11478.0,65412.0,92924.0,0.0956,9.0,0.1642
81.09.06.2004,Fakal,Fena Fafan,Buru Selatan,micro_hydro,intermittent,454,97,25.61,307912.0,206396.0,38445.0,6158.0,32287.0,21238.0,0.0839,10.0,0.1762
81.09.06.2005,Uneth,Fena Fafan,Buru Selatan,micro_hydro,intermittent,535,115,30.36,345331.0,244677.0,45576.0,6907.0,38669.0,48883.0,0.0931,9.0,0.1667
81.09.06.2006,Waeraman,Fena Fafan,Buru Selatan,micro_hydro,intermittent,649,136,35.9,422126.0,289325.0,53892.0,8443.0,45450.0,41213.0,0.0876,10.0,0.1723
81.09.06.2007,Waelo,Fena Fafan,Buru Selatan,micro_hydro,intermittent,520,121,31.94,365546.0,257411.0,47948.0,7311.0,40637.0,48726.0,0.0921,9.0,0.1677
81.09.06.2008,Siwatlahin,Fena Fafan,Buru Selatan,micro_hydro,intermittent,159,31,8.18,91712.0,65924.0,12280.0,1834.0,10445.0,14774.0,0.0955,9.0,0.1643
81.09.06.2009,Trukat,Fena Fafan,Buru Selatan,micro_hydro,intermittent,202,43,11.35,130333.0,91472.0,17038.0,2607.0,14432.0,16792.0,0.0915,10.0,0.1683
81.09.06.2010,Waeken,Fena Fafan,Buru Selatan,micro_hydro,intermittent,168,42,11.09,129495.0,89377.0,16648.0,2590.0,14058.0,13821.0,0.0887,10.0,0.1711
81.71.01.1013,Silale,Nusaniwe,Kota Ambon,wind_solar_hybrid,intermittent,3667,1233,325.51,1946845.0,2623350.0,488650.0,52565.0,436085.0,2498824.0,0.2198,5.0,0.0928
81.72.03.2001,Tam Ngurhir,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,2379,600,158.4,615695.0,1276577.0,237787.0,15392.0,222395.0,1651510.0,0.3604,3.0,0.0594
81.72.03.2002,Tayando Langgiar,Tayando Tam,Kota Tual,solar_biomass_hybrid,dark_settled,1008,272,71.81,279115.0,578731.0,107800.0,6978.0,100822.0,748715.0,0.3605,3.0,0.0594
81.72.03.2003,Tayando Yamtel,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,2951,850,224.4,872235.0,1808484.0,336866.0,21806.0,315060.0,2339638.0,0.3604,3.0,0.0594
81.72.03.2004,Tayando Ohoiel,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,1668,448,118.27,459719.0,953162.0,177545.0,11493.0,166052.0,1233097.0,0.3604,3.0,0.0594
81.72.03.2005,Tayando Yamru,Tayando Tam,Kota Tual,solar_biomass_hybrid,intermittent,773,219,57.82,224729.0,465983.0,86798.0,5618.0,81180.0,602862.0,0.3605,3.0,0.0594
81.72.04.2001,Tubyal,Pulau-Pulau Kur,Kota Tual,solar_biomass_hybrid,intermittent,456,131,34.58,134427.0,278687.0,51911.0,3361.0,48550.0,360518.0,0.3604,3.0,0.0594
81.72.04.2002,Kaimear,Pulau-Pulau Kur,Kota Tual,solar_battery,intermittent,740,210,55.44,360689.0,446802.0,83226.0,7935.0,75290.0,406859.0,0.2036,5.0,0.0969
81.72.04.2004,Lokwirin,Pulau-Pulau Kur,Kota Tual,solar_biomass_hybrid,intermittent,775,225,59.4,234490.0,478716.0,89170.0,5862.0,83308.0,614793.0,0.3545,3.0,0.0603
81.72.05.2001,Kanara,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,495,136,35.9,142927.0,289325.0,53892.0,3573.0,50319.0,370053.0,0.3512,3.0,0.0608
81.72.05.2002,Warkar,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,592,139,36.7,148319.0,295773.0,55093.0,3708.0,51385.0,375530.0,0.3455,3.0,0.0617
81.72.05.2003,Yapas,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,231,58,15.31,62722.0,123386.0,22983.0,1568.0,21415.0,155594.0,0.3405,3.0,0.0626
81.72.05.2004,Rumoin,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,1274,335,88.44,360801.0,712756.0,132765.0,9020.0,123745.0,900713.0,0.342,3.0,0.0623
81.72.05.2005,Hirit,Kur Selatan,Kota Tual,solar_biomass_hybrid,intermittent,409,110,29.04,120427.0,234039.0,43594.0,3011.0,40584.0,293303.0,0.336,3.0,0.0633
81.72.05.2006,Tiflen,Kur Selatan,Kota Tual,solar_biomass_hybrid,dark_settled,474,110,29.04,118759.0,234039.0,43594.0,2969.0,40625.0,295396.0,0.3411,3.0,0.0625
81.72.05.2007,Niela,Kur Selatan,Kota Tual,solar_biomass_hybrid,dark_settled,664,171,45.14,175473.0,363792.0,67763.0,4387.0,63377.0,470619.0,0.3604,3.0,0.0594
