kode_desa,valid_obs,rad_median,lit_months,rad_cv,lit_fraction,built_m2,l1_class,name,kecamatan,kabupaten,lat,lon
81.02.14.2010,22,0.1996323064029636,4,0.8177264242873901,0.18181818181818182,4645.0,intermittent,Yatwav,Kei Kecil Barat,Maluku Tenggara,-5.884297488168937,132.72408574836706
81.02.15.2001,22,0.2875910267503844,10,0.7067693320085087,0.45454545454545453,9087.64705882353,intermittent,Rumadian,Manyeuw,Maluku Tenggara,-5.7175925964393555,132.69166667770557
81.02.15.2002,22,0.29782927693053396,12,0.6444769256861446,0.5454545454545454,51611.509803921566,intermittent,Debut,Manyeuw,Maluku Tenggara,-5.717572854043499,132.6496402057364
81.02.15.2003,22,0.2931276631668381,11,0.6596075609203496,0.5,19925.647058823528,intermittent,Namar,Manyeuw,Maluku Tenggara,-5.681702086466437,132.66998804342555
81.02.15.2004,22,0.36946009702225013,14,0.6561693628464544,0.6363636363636364,60658.43137254902,intermittent,Ngilngof,Manyeuw,Maluku Tenggara,-5.656286724597972,132.64569426416745
81.02.15.2005,22,0.35705060207590694,15,0.6408259844359958,0.6818181818181818,21598.6,intermittent,Selayar,Manyeuw,Maluku Tenggara,-5.693753663176233,132.6695071006296
81.02.15.2006,22,0.3187532756363721,14,0.6340491915225152,0.6363636363636364,6139.964705882352,intermittent,Lairngangas,Manyeuw,Maluku Tenggara,-5.704592961596183,132.66339926316775
81.02.15.2007,22,0.2614579738908017,10,0.7535033990087516,0.45454545454545453,15854.172549019608,intermittent,Ohoiluk,Manyeuw,Maluku Tenggara,-5.695747712866905,132.7119660922372
81.02.15.2008,22,0.3635206380437584,13,0.701638355461332,0.5909090909090909,11287.980392156864,intermittent,Ohoililir,Manyeuw,Maluku Tenggara,-5.646825892428533,132.6450176964029
81.02.15.2009,22,0.2656882284653954,10,0.6537436652041538,0.45454545454545453,10175.0,intermittent,Ngayub,Manyeuw,Maluku Tenggara,-5.68311259322866,132.69987746256902
81.02.16.2001,22,0.5983279782492634,15,0.6721448315483313,0.6818181818181818,18944.89019607843,intermittent,Tetoat,Hoat Sorbay,Maluku Tenggara,-5.752735626415421,132.6843646370575
81.02.16.2002,22,1.2410107683942646,15,0.6870405705193888,0.6818181818181818,26967.0,intermittent,Dian Pulau,Hoat Sorbay,Maluku Tenggara,-5.748533954897872,132.68559149785668
81.02.16.2003,22,0.30709824051205004,11,0.8423448947150052,0.5,38162.0,intermittent,Letvuan,Hoat Sorbay,Maluku Tenggara,-5.764549570239275,132.7165124524869
81.02.16.2004,22,0.23184411133632135,5,0.7585357327453188,0.22727272727272727,17064.376470588235,intermittent,Evu,Hoat Sorbay,Maluku Tenggara,-5.799028323815182,132.72399898036633
81.02.16.2005,22,0.20767447385501978,3,0.7365383170675098,0.13636363636363635,7808.0,dark_settled,Warwut,Hoat Sorbay,Maluku Tenggara,-5.851585367299384,132.72980712707752
81.02.16.2006,22,0.3455307277288116,14,0.7099692276396212,0.6363636363636364,37074.39607843137,intermittent,Wab,Hoat Sorbay,Maluku Tenggara,-5.794826337735764,132.68952398705835
81.02.16.2007,22,0.3165865880453525,12,0.7704842850801802,0.5454545454545454,19220.0,intermittent,Dian Darat,Hoat Sorbay,Maluku Tenggara,-5.736431249190443,132.70934676830234
81.02.16.2008,22,0.2355906957119985,3,0.7118125575642563,0.13636363636363635,108.19215686274511,data_gap,Wirin,Hoat Sorbay,Maluku Tenggara,-5.767907920642351,132.6827492496066
81.02.16.2009,22,0.31715472153277247,13,0.6998513963569432,0.5909090909090909,4040.250980392157,intermittent,Ngursit,Hoat Sorbay,Maluku Tenggara,-5.7603950936650135,132.68698027353113
81.02.16.2010,22,0.3684922734697915,15,0.6725173741476487,0.6818181818181818,11077.0,intermittent,Madwat,Hoat Sorbay,Maluku Tenggara,-5.772649400049162,132.67484073736395
81.02.16.2011,22,0.3279837234964063,14,0.6864386802204973,0.6363636363636364,10325.388235294115,intermittent,Ohoibadar,Hoat Sorbay,Maluku Tenggara,-5.783798241798336,132.68433258151856
81.02.16.2012,22,0.34281018364967575,14,0.7524587573209783,0.6363636363636364,3906.0,intermittent,Watngil,Hoat Sorbay,Maluku Tenggara,-5.806875554633006,132.69130251918833
81.02.16.2013,22,0.2616171248399528,9,0.7256606655420165,0.4090909090909091,4037.0,intermittent,Arso,Hoat Sorbay,Maluku Tenggara,-5.80607122709017,132.70086935460955
81.02.17.2001,22,0.2435104633863872,4,0.6624572941118989,0.18181818181818182,1598.9019607843138,data_gap,Weer Ohoinam,Kei Besar Utara Barat,Maluku Tenggara,-5.570646859644428,133.04390981790849
81.02.17.2002,22,0.24052624301823639,5,0.6393767307829152,0.22727272727272727,824.0,data_gap,Weer Ohoiker,Kei Besar Utara Barat,Maluku Tenggara,-5.563105850447627,133.04030510567634
81.02.17.2003,22,0.22954711470716924,4,0.6220910171649722,0.18181818181818182,9550.776470588235,intermittent,Weer Frawaf,Kei Besar Utara Barat,Maluku Tenggara,-5.544005757043895,133.05333111683368
81.02.17.2004,22,0.2346355265648634,4,0.627332694736663,0.18181818181818182,1240.3921568627452,data_gap,Faa,Kei Besar Utara Barat,Maluku Tenggara,-5.5224890115556855,133.06604813211146
81.02.17.2005,22,0.2592696218269466,6,0.5907047423305373,0.2727272727272727,1526.764705882353,data_gap,Dangarat,Kei Besar Utara Barat,Maluku Tenggara,-5.527469075575784,133.0615978702448
81.02.17.2006,22,0.2495277068326696,5,0.5958752358361029,0.22727272727272727,4553.082352941176,intermittent,Ohoituf,Kei Besar Utara Barat,Maluku Tenggara,-5.517464332768763,133.06603080245418
81.02.17.2007,22,0.2534176233627787,5,0.5918794411358763,0.22727272727272727,1623.4627450980392,data_gap,Hangur,Kei Besar Utara Barat,Maluku Tenggara,-5.511120469473117,133.06388510789358
81.02.17.2008,22,0.2564241550186423,3,0.6379176492454164,0.13636363636363635,4315.0,dark_settled,Ngurwalek,Kei Besar Utara Barat,Maluku Tenggara,-5.503657970802677,133.06322126253758
81.02.17.2009,22,0.23497459615727306,5,0.6303794542604613,0.22727272727272727,7692.309803921569,intermittent,Uwat,Kei Besar Utara Barat,Maluku Tenggara,-5.493842198241462,133.07155063077076
81.02.17.2010,22,0.229486251053806,3,0.5836672851616014,0.13636363636363635,2246.341176470588,dark_settled,Uwat Wear,Kei Besar Utara Barat,Maluku Tenggara,-5.463284882979401,133.07770571537813
81.02.17.2011,22,0.22052706713933296,4,0.622922655705606,0.18181818181818182,3930.8,intermittent,Uwat Reyaan,Kei Besar Utara Barat,Maluku Tenggara,-5.478776921496647,133.0727525377022
81.02.17.2012,22,0.2396305000442257,4,0.6107789980728756,0.18181818181818182,3274.0235294117647,intermittent,Mun Ohoiir,Kei Besar Utara Barat,Maluku Tenggara,-5.4686974473294345,133.0781667328948
81.02.17.2013,22,0.23275593766200936,4,0.5629223821646553,0.18181818181818182,3117.1254901960783,intermittent,Mun Essoy,Kei Besar Utara Barat,Maluku Tenggara,-5.458320840488097,133.07882417421575
81.02.17.2014,22,0.2656897882484115,8,0.5534417053542765,0.36363636363636365,2097.345098039216,intermittent,Mun Kahar,Kei Besar Utara Barat,Maluku Tenggara,-5.4539818499096056,133.0829818425565
81.02.17.2015,22,0.27494662266528336,8,0.5050195191769871,0.36363636363636365,3162.0196078431372,intermittent,Mun Ngurditwain,Kei Besar Utara Barat,Maluku Tenggara,-5.4492106802398865,133.08436765327193
81.02.17.2016,22,0.21849293292108457,4,0.5779858619082799,0.18181818181818182,1602.2666666666667,data_gap,Mun Werfan,Kei Besar Utara Barat,Maluku Tenggara,-5.429963156331704,133.08636972347844
81.02.17.2017,22,0.25226051779381586,4,0.5340129118425864,0.18181818181818182,2315.729411764706,intermittent,Ad Ngurwul,Kei Besar Utara Barat,Maluku Tenggara,-5.391378037838908,133.09978258708756
81.02.17.2018,22,0.21073331162500866,4,0.5818534433489135,0.18181818181818182,7635.933333333333,intermittent,Ad Ohoiwaf,Kei Besar Utara Barat,Maluku Tenggara,-5.380517625825418,133.10153336925652
81.02.17.2019,22,0.1977464038497622,3,0.6316425071023597,0.13636363636363635,6862.752941176471,dark_settled,Laar,Kei Besar Utara Barat,Maluku Tenggara,-5.359065289825785,133.11403804585305
81.02.17.2020,22,0.19447560724082996,5,0.6669761701930067,0.22727272727272727,555.8235294117648,data_gap,Hoor Islam,Kei Besar Utara Barat,Maluku Tenggara,-5.310999348633212,133.12424490878982
81.02.17.2021,22,0.1828443104774896,3,0.6464836302230498,0.13636363636363635,417.68627450980387,data_gap,Hoor Kristen,Kei Besar Utara Barat,Maluku Tenggara,-5.3298297334616,133.11748840385573
81.02.17.2022,22,0.19760533480400755,4,0.5773351824743693,0.18181818181818182,3319.2352941176473,intermittent,Waer,Kei Besar Utara Barat,Maluku Tenggara,-5.300501554162993,133.13468625013564
81.02.17.2023,22,0.1964602271670563,3,0.5251777139148089,0.13636363636363635,0.0,data_gap,Waerat,Kei Besar Utara Barat,Maluku Tenggara,-5.294575962453617,133.11848218530682
81.02.17.2024,22,0.26524667801613516,8,0.5256319345125343,0.36363636363636365,2174.121568627451,intermittent,Mun Ohoitadiun,Kei Besar Utara Barat,Maluku Tenggara,-5.443261756011597,133.0873409619378
81.02.17.2025,22,0.22838947450002742,4,0.5654877246437869,0.18181818181818182,7385.529411764706,intermittent,Ad Wear Aur,Kei Besar Utara Barat,Maluku Tenggara,-5.40767013387959,133.09448509719203
81.02.18.2001,22,0.23442966325917095,6,0.8238422195110865,0.2727272727272727,3745.5098039215686,intermittent,Hoat,Kei Besar Selatan Barat,Maluku Tenggara,-5.88697001290886,132.90191592403073
81.02.18.2002,22,0.25086486478780845,10,0.8472228275068995,0.45454545454545453,5331.7058823529405,intermittent,Ngafan,Kei Besar Selatan Barat,Maluku Tenggara,-5.902691076739257,132.89310989835
81.02.18.2003,22,0.21923255754983556,6,0.8970965124807292,0.2727272727272727,1683.3764705882354,data_gap,Feer,Kei Besar Selatan Barat,Maluku Tenggara,-5.952611154242012,132.8758627869058
81.02.18.2004,22,0.26131140688519494,7,0.8162163862550258,0.3181818181818182,3856.1960784313724,intermittent,Rerean,Kei Besar Selatan Barat,Maluku Tenggara,-5.935487583042766,132.88664212064654
81.02.18.2005,22,0.21386172600599923,5,0.8773859198172321,0.22727272727272727,0.0,data_gap,Ngurko,Kei Besar Selatan Barat,Maluku Tenggara,-5.875640544917262,132.87886954859596
81.02.18.2006,22,0.22476305675467678,4,0.8067745152956117,0.18181818181818182,2012.5843137254901,intermittent,Hoko,Kei Besar Selatan Barat,Maluku Tenggara,-5.86307540241425,132.89814947369766
81.02.18.2007,22,0.24700554143534134,6,0.7693782738611837,0.2727272727272727,3302.3960784313726,intermittent,Weduar Fer,Kei Besar Selatan Barat,Maluku Tenggara,-5.998164047797223,132.84708656894736
81.02.18.2008,22,0.40222221707540845,15,0.7769566377612708,0.6818181818181818,4487.007843137255,intermittent,Uat,Kei Besar Selatan Barat,Maluku Tenggara,-5.989642657162399,132.85019214274953
81.02.18.2009,22,0.28212030840967695,11,0.7351743165095326,0.5,0.0,data_gap,Ngan,Kei Besar Selatan Barat,Maluku Tenggara,-5.978099884362959,132.85431284175937
81.02.18.2010,22,0.2626179607990489,9,0.7428477282061818,0.4090909090909091,4245.576470588235,intermittent,Watkidat,Kei Besar Selatan Barat,Maluku Tenggara,-5.976963406463733,132.85147028735898
81.02.18.2011,22,0.33319884847838865,13,0.8070145313969329,0.5909090909090909,1743.2274509803924,data_gap,Ohoilean,Kei Besar Selatan Barat,Maluku Tenggara,-5.970041163309252,132.8594726706325
81.02.18.2012,22,0.29167373322722123,11,0.8134476004881717,0.5,0.0,data_gap,Wafol,Kei Besar Selatan Barat,Maluku Tenggara,-5.914599950373525,132.87981430110148
81.02.18.2013,22,0.28902473339644486,11,0.8282437129466098,0.5,7577.73725490196,intermittent,Rahangiar,Kei Besar Selatan Barat,Maluku Tenggara,-5.951583608904213,132.86572618978045
81.02.19.2001,22,0.3883440303683496,14,0.7548518489804957,0.6363636363636364,15632.000000000002,intermittent,Danar Ohoiseb,Kei Kecil Timur Selatan,Maluku Tenggara,-5.944387663023363,132.73348851774915
81.02.19.2002,22,0.48049787938584276,15,0.7258089612261878,0.6818181818181818,49385.52941176471,intermittent,Danar Ternate,Kei Kecil Timur Selatan,Maluku Tenggara,-5.929242848448714,132.75180031441877
81.02.19.2003,22,0.2958062153620802,11,0.7609481223913458,0.5,12271.32156862745,intermittent,Danar Lumefar,Kei Kecil Timur Selatan,Maluku Tenggara,-5.932587956328871,132.76307455335436
81.02.19.2004,22,0.2394818352054569,8,0.8034645602094981,0.36363636363636365,4410.658823529412,intermittent,Elaar Ngursoin,Kei Kecil Timur Selatan,Maluku Tenggara,-5.924349935512582,132.7724500608778
81.02.19.2005,22,0.23461249054305744,8,0.9219719160684177,0.36363636363636365,22719.733333333334,intermittent,Elaar Lamagorang,Kei Kecil Timur Selatan,Maluku Tenggara,-5.909328644084623,132.77511935685942
81.02.19.2006,22,0.2508918180874989,9,0.9393238638875986,0.4090909090909091,12346.24705882353,intermittent,Elaar Let,Kei Kecil Timur Selatan,Maluku Tenggara,-5.901450738780664,132.77968076140857
81.02.19.2007,22,0.3610871412463197,15,0.7292351513523173,0.6818181818181818,17773.13333333333,intermittent,Sare,Kei Kecil Timur Selatan,Maluku Tenggara,-5.926159170098128,132.74227119080552
81.02.19.2008,22,0.26669052031311025,10,0.6911761001684743,0.45454545454545453,8397.549019607843,intermittent,Maar,Kei Kecil Timur Selatan,Maluku Tenggara,-5.936348310075101,132.72731662398007
81.02.19.2009,22,0.6330816984707042,15,0.8827857228789763,0.6818181818181818,19238.533333333333,intermittent,Uf,Kei Kecil Timur Selatan,Maluku Tenggara,-5.9124507989301485,132.7357452497316
81.02.19.2010,22,0.2601257739177684,8,0.9001864788976432,0.36363636363636365,5019.160784313726,intermittent,Ngurwul,Kei Kecil Timur Selatan,Maluku Tenggara,-5.892212189633002,132.77635931124738
81.02.19.2011,22,0.240855910356519,7,0.8993121666145336,0.3181818181818182,2047.7764705882357,intermittent,Garara,Kei Kecil Timur Selatan,Maluku Tenggara,-5.888971510666748,132.78057171644696
81.03.01.1001,22,4.126103438925126,19,0.42789999707077864,0.8636363636363636,275858.4117647059,lit_stable,Saumlaki,Tanimbar Selatan,Kepulauan Tanimbar,-7.9820686788353985,131.30171262769383
81.03.01.1002,22,3.32917788504568,19,0.42878688085066663,0.8636363636363636,295891.0862745097,lit_stable,Saumlaki Utara,Tanimbar Selatan,Kepulauan Tanimbar,-7.973243011447943,131.30848621353022
81.03.01.2002,22,0.3199818730965931,13,0.3674439724341841,0.5909090909090909,64147.73333333332,intermittent,Wowonda,Tanimbar Selatan,Kepulauan Tanimbar,-7.868146567940396,131.30812781792406
81.03.01.2003,22,0.2723939521855006,6,0.4000948567619871,0.2727272727272727,32931.66274509804,intermittent,Ilngei,Tanimbar Selatan,Kepulauan Tanimbar,-7.875018609739974,131.2700409670876
81.03.01.2004,22,0.3117899216837817,14,0.4119114452483274,0.6363636363636364,20289.192156862744,intermittent,Kabiarat,Tanimbar Selatan,Kepulauan Tanimbar,-7.908157450147568,131.26901967691003
81.03.01.2005,22,1.0180396047448295,19,0.4914967760926508,0.8636363636363636,81469.35686274509,lit_stable,Lauran,Tanimbar Selatan,Kepulauan Tanimbar,-7.933982937605175,131.32015597769583
81.03.01.2006,22,1.4781614945194699,19,0.4610399116900541,0.8636363636363636,245785.48627450984,lit_stable,Sifnana,Tanimbar Selatan,Kepulauan Tanimbar,-7.954233887680399,131.3160520398745
81.03.01.2007,22,0.8642286397877121,17,0.5374414702777479,0.7727272727272727,307344.27843137254,lit_stable,Olilit Raya,Tanimbar Selatan,Kepulauan Tanimbar,-7.997113101604636,131.31047574540455
81.03.01.2008,22,0.26773314908640944,7,0.47472015284397384,0.3181818181818182,34479.07450980392,intermittent,Lermatang,Tanimbar Selatan,Kepulauan Tanimbar,-7.959547935152831,131.223260538685
81.03.01.2009,22,0.2520361957303723,4,0.41419900304507157,0.18181818181818182,81181.00392156861,intermittent,Latdalam,Tanimbar Selatan,Kepulauan Tanimbar,-7.90228009848515,131.15289005497274
81.03.01.2010,22,0.45291196871013173,19,0.4180776661224465,0.8636363636363636,50540.85098039215,lit_stable,Bomaki,Tanimbar Selatan,Kepulauan Tanimbar,-7.920176131043323,131.2864726042807
81.03.01.2011,22,0.2615104924715156,7,0.47626272405757114,0.3181818181818182,10710.882352941177,intermittent,Matakus,Tanimbar Selatan,Kepulauan Tanimbar,-8.063621235887364,131.2041834112258
81.03.02.2001,22,0.2625127947911501,7,0.42676927872397363,0.3181818181818182,136230.37254901958,intermittent,Adaut,Selaru,Kepulauan Tanimbar,-8.130270866207118,131.06937338829545
81.03.02.2002,22,0.2740593051296735,7,0.44032948759822105,0.3181818181818182,73724.63921568627,intermittent,Namtabung,Selaru,Kepulauan Tanimbar,-8.163607912260746,130.95486272817698
81.03.02.2003,22,0.26751645291498716,6,0.41954202638449334,0.2727272727272727,17824.0,intermittent,Kandar,Selaru,Kepulauan Tanimbar,-8.19469659699661,131.0042184386419
81.03.02.2004,22,0.26158145329587357,7,0.9808609418809742,0.3181818181818182,85984.83137254902,intermittent,Lingat,Selaru,Kepulauan Tanimbar,-8.254831619868657,130.87805299613885
81.03.02.2005,22,0.24612374963050704,8,0.44993645831168855,0.36363636363636365,30952.27843137255,intermittent,Fursuy,Selaru,Kepulauan Tanimbar,-8.321660845287921,130.82027503033402
81.03.02.2006,22,0.24640716121831577,6,0.4251322401354313,0.2727272727272727,26989.0,intermittent,Werain,Selaru,Kepulauan Tanimbar,-8.296729391505226,130.79896068799346
81.03.02.2007,22,0.23311213939955144,6,0.42318416111360957,0.2727272727272727,14205.0,intermittent,Eliasa,Selaru,Kepulauan Tanimbar,-8.331963323032399,130.77969720374
81.03.03.2001,22,0.32823705263786607,15,0.38062380504276894,0.6818181818181818,62755.325490196075,intermittent,Tumbur,Wertamrian,Kepulauan Tanimbar,-7.851296510234915,131.31467229492975
81.03.03.2002,22,0.26925555523475264,4,0.41424939342710504,0.18181818181818182,61602.47058823529,intermittent,Lorulun,Wertamrian,Kepulauan Tanimbar,-7.809320840085485,131.32993058132212
81.03.03.2003,22,0.5794374894350767,18,0.5399937172341155,0.8181818181818182,15644.219607843139,lit_stable,Atubul Dol,Wertamrian,Kepulauan Tanimbar,-7.81166479573303,131.44251030710856
81.03.03.2004,22,0.26361945383850804,5,0.38409880560913545,0.22727272727272727,12363.858823529412,intermittent,Amdasa,Wertamrian,Kepulauan Tanimbar,-7.738223008521399,131.4044666680828
81.03.03.2005,22,0.2461641933553005,7,0.37945651016016696,0.3181818181818182,22752.52941176471,intermittent,Sangliat Krawain,Wertamrian,Kepulauan Tanimbar,-7.694993406415401,131.406085251357
81.03.03.2006,22,0.25897000538905735,6,0.32957898821051557,0.2727272727272727,45514.2,intermittent,Arui Bab,Wertamrian,Kepulauan Tanimbar,-7.686379589825854,131.4372011078658
81.03.03.2007,22,0.2551669999736035,4,0.32230021509515383,0.18181818181818182,25555.203921568624,intermittent,Arui Das,Wertamrian,Kepulauan Tanimbar,-7.670871068342809,131.46194589515767
81.03.03.2008,22,0.24227699875099595,4,0.30744193886101273,0.18181818181818182,19455.749019607843,intermittent,Sangliat Dol,Wertamrian,Kepulauan Tanimbar,-7.710287194179059,131.40127056371045
81.03.03.2009,22,0.25076237998010886,3,0.3468415291049895,0.13636363636363635,34197.23921568628,dark_settled,Atubul Da,Wertamrian,Kepulauan Tanimbar,-7.754976217382813,131.3557770754187
81.03.04.2001,22,0.23700072308713888,3,0.34285350817333843,0.13636363636363635,39034.862745098035,dark_settled,Kamatubun,Wermaktian,Kepulauan Tanimbar,-7.526579954384412,131.00419322253103
81.03.04.2002,22,0.30438550031176115,12,0.33232148660906563,0.5454545454545454,26254.09411764706,intermittent,Rumah Salut,Wermaktian,Kepulauan Tanimbar,-7.698759970635276,131.04322295859578
81.03.04.2003,22,0.5509325395382583,20,0.2785511655527186,0.9090909090909091,56674.24705882353,lit_stable,Welutu,Wermaktian,Kepulauan Tanimbar,-7.687017703696423,131.04433671725818
81.03.04.2004,22,0.291220618749703,10,0.298495700660469,0.45454545454545453,43075.19607843137,intermittent,Themin,Wermaktian,Kepulauan Tanimbar,-7.689474015101938,131.07411826366064
81.03.04.2005,22,0.26176631330133193,5,0.3612939534011712,0.22727272727272727,0.0,data_gap,Weratan,Wermaktian,Kepulauan Tanimbar,-7.659975264987585,131.09136350461947
81.03.04.2006,22,0.24964885279634014,4,0.35691378897312215,0.18181818181818182,20588.15294117647,intermittent,Wermatang,Wermaktian,Kepulauan Tanimbar,-7.724036606249064,131.2305048276647
81.03.04.2007,22,0.24507346389520063,3,0.37867358007212537,0.13636363636363635,27456.65882352941,dark_settled,Otemer,Wermaktian,Kepulauan Tanimbar,-7.765106830965395,131.1592690240765
81.03.04.2008,22,0.22727068255817476,4,0.33485145111058306,0.18181818181818182,25512.682352941178,intermittent,Makatian,Wermaktian,Kepulauan Tanimbar,-7.578972415631837,131.25095907446183
81.03.04.2009,22,0.24094946482679375,3,0.3698581775273094,0.13636363636363635,18946.0,dark_settled,Marantutul,Wermaktian,Kepulauan Tanimbar,-7.77982662172816,131.14303682443295
81.03.05.2001,22,0.2402721098881343,4,0.46225781193601684,0.18181818181818182,43999.066666666666,intermittent,Lelingluan,Tanimbar Utara,Kepulauan Tanimbar,-7.228386677061489,131.63374890533544
81.03.05.2002,22,0.5677883548813516,19,0.4088953885707883,0.8636363636363636,107537.96470588238,lit_stable,Ritabel,Tanimbar Utara,Kepulauan Tanimbar,-7.154759137693632,131.69796616074336
81.03.05.2003,22,0.7921848832960845,20,0.38736447793327616,0.9090909090909091,93885.18039215685,lit_stable,Ridool,Tanimbar Utara,Kepulauan Tanimbar,-7.1443618129831785,131.72530757611523
81.03.05.2004,22,0.271767463558477,10,0.44477891671581166,0.45454545454545453,46612.274509803916,intermittent,Watidal,Tanimbar Utara,Kepulauan Tanimbar,-7.143809106476982,131.77333695575803
81.03.05.2005,22,0.23685715324167136,4,0.5356494257673191,0.18181818181818182,37638.807843137256,intermittent,Keliobar,Tanimbar Utara,Kepulauan Tanimbar,-7.1432258586270265,131.8573550107668
81.03.05.2006,22,0.2327867435389949,4,0.5486899075809397,0.18181818181818182,31228.83529411765,intermittent,Kelaan,Tanimbar Utara,Kepulauan Tanimbar,-7.143194209607142,131.91747031726436
81.03.05.2007,22,0.23800829851846012,8,0.5065899713050558,0.36363636363636365,19030.929411764708,intermittent,Lamdesar Barat,Tanimbar Utara,Kepulauan Tanimbar,-7.201641996067338,131.96225091192647
81.03.05.2008,22,0.24984999114712092,5,0.8926520663086266,0.22727272727272727,38942.9568627451,intermittent,Lamdesar Timur,Tanimbar Utara,Kepulauan Tanimbar,-7.215585692824035,131.9314265609754
81.03.06.2001,22,0.32810848710369467,12,0.4741892041487009,0.5454545454545454,70433.99607843139,intermittent,Romean,Fordata,Kepulauan Tanimbar,-7.065255048385003,131.93671297286946
81.03.06.2002,22,0.2583698470704484,7,0.4805086357866422,0.3181818181818182,13977.784313725491,intermittent,Rumngeur,Fordata,Kepulauan Tanimbar,-7.056267291977834,131.93216267522362
81.03.06.2003,22,0.23240785028327748,4,0.476774021748701,0.18181818181818182,7479.901960784314,intermittent,Awear,Fordata,Kepulauan Tanimbar,-7.05146319706368,131.92415816186832
81.03.06.2004,22,0.2758057041158187,10,0.4715921581831947,0.45454545454545453,35794.2431372549,intermittent,Sofyanin,Fordata,Kepulauan Tanimbar,-7.041202939375352,131.95923896474338
81.03.06.2005,22,0.24314987609038602,5,0.44211820433603166,0.22727272727272727,17717.807843137256,intermittent,Walerang,Fordata,Kepulauan Tanimbar,-7.0187909609887456,131.96601820487436
81.03.06.2006,22,0.23754971503307792,6,0.46539793182976275,0.2727272727272727,18912.870588235295,intermittent,Adodo Fordata,Fordata,Kepulauan Tanimbar,-6.997620629024733,131.98943625164847
81.03.07.2001,22,0.23106884422240154,3,0.28543643565263316,0.13636363636363635,40181.22352941176,dark_settled,Abat,Wuar Labobar,Kepulauan Tanimbar,-7.4885693471347565,131.39722693469335
81.03.07.2002,22,0.22506697567785755,4,0.9173211469778703,0.18181818181818182,20124.050980392156,intermittent,Labobar,Wuar Labobar,Kepulauan Tanimbar,-7.2393115953364395,131.37629022134192
81.03.07.2008,22,0.23601647569802287,4,0.45103740420804755,0.18181818181818182,28774.67058823529,intermittent,Watmasa,Wuar Labobar,Kepulauan Tanimbar,-7.174068142408438,131.55900006854006
81.03.07.2009,22,0.23473416166038602,4,0.38843848588589563,0.18181818181818182,30750.788235294116,intermittent,Awear Rumngeur,Wuar Labobar,Kepulauan Tanimbar,-7.243615604638987,131.50965846670002
81.03.07.2010,22,0.21911378985359203,4,0.4263501727803063,0.18181818181818182,20099.266666666666,intermittent,Karatat,Wuar Labobar,Kepulauan Tanimbar,-7.296516767691866,131.5092976587108
81.03.07.2011,22,0.24702757396764075,4,0.423317253296142,0.18181818181818182,48296.03529411765,intermittent,Wunlah,Wuar Labobar,Kepulauan Tanimbar,-7.327055676203654,131.5101848412634
81.03.07.2012,22,0.2264963493780261,3,0.42754951901166377,0.13636363636363635,19124.86666666667,dark_settled,Kiloon,Wuar Labobar,Kepulauan Tanimbar,-7.36247184858465,131.4962460470916
81.03.07.2013,22,0.2371358215793624,3,0.36858133872792487,0.13636363636363635,9692.858823529412,dark_settled,Lingada,Wuar Labobar,Kepulauan Tanimbar,-7.345150889661512,131.25300429600196
81.03.07.2014,22,0.22358171967960971,1,0.4317728176405608,0.045454545454545456,21625.058823529413,dark_settled,Teineman,Wuar Labobar,Kepulauan Tanimbar,-7.1088810910399145,131.44156879966533
81.03.07.2015,22,0.24874999560415745,10,0.6228603186526059,0.45454545454545453,12035.870588235293,intermittent,Wabar,Wuar Labobar,Kepulauan Tanimbar,-7.333628745600024,131.4469464602756
81.03.07.2016,22,0.332857146859169,14,0.41781694436578065,0.6363636363636364,4195.7764705882355,intermittent,Romnus,Wuar Labobar,Kepulauan Tanimbar,-7.312476756347024,131.25900162044888
81.03.08.2001,22,0.24466600961791984,5,0.45543244227813534,0.22727272727272727,0.0,data_gap,Lumasebu,Kormomolin,Kepulauan Tanimbar,-7.56918126818337,131.5820632188114
81.03.08.2002,22,0.25863872112601427,4,0.4500027431687555,0.18181818181818182,16641.015686274506,intermittent,Kilmasa,Kormomolin,Kepulauan Tanimbar,-7.593785684231775,131.56753239404935
81.03.08.2003,22,0.26130836967475635,4,0.4005029684834946,0.18181818181818182,24586.541176470586,intermittent,Meyano Bab,Kormomolin,Kepulauan Tanimbar,-7.604652333312653,131.54246524618424
81.03.08.2004,22,0.2500405752153385,5,0.42086880283839667,0.22727272727272727,17077.0,intermittent,Alusi Krawain,Kormomolin,Kepulauan Tanimbar,-7.6166550957460775,131.53892732280002
81.03.08.2005,22,0.24599751088204616,4,0.38594927236476634,0.18181818181818182,10587.721568627452,intermittent,Alusi Kelaan,Kormomolin,Kepulauan Tanimbar,-7.616873383140928,131.52053649632765
81.03.08.2006,22,0.24436754606170755,3,0.3913046862073734,0.13636363636363635,9879.10588235294,dark_settled,Alusi Bukjalim,Kormomolin,Kepulauan Tanimbar,-7.62255674998364,131.51043188858318
81.03.08.2007,22,0.24650396629806742,4,0.3969653545043405,0.18181818181818182,12170.70588235294,intermittent,Alusi Tamrian,Kormomolin,Kepulauan Tanimbar,-7.631667035260564,131.50481668236046
81.03.08.2008,22,0.25033885307919485,3,0.3610243459956187,0.13636363636363635,14875.949019607842,dark_settled,Alusi Batjas,Kormomolin,Kepulauan Tanimbar,-7.636806341017933,131.48731101608894
