kode_desa,valid_obs,rad_median,lit_months,rad_cv,lit_fraction,built_m2,l1_class,name,kecamatan,kabupaten,lat,lon
81.08.03.2009,22,0.2701052133991677,6,0.3987655060020312,0.2727272727272727,7717.0,intermittent,Batugajah,Mdona Hyera,Maluku Barat Daya,-8.225742763338392,128.97161477362206
81.08.03.2010,22,0.28605261074958754,11,0.4298869372653481,0.5,10201.0,intermittent,Pupliora,Mdona Hyera,Maluku Barat Daya,-8.21881924650932,129.00396882406952
81.08.03.2011,22,0.2728633135133558,6,0.43197081492877987,0.2727272727272727,11528.0,intermittent,Regoha,Mdona Hyera,Maluku Barat Daya,-8.242868672813518,129.00815750800774
81.08.04.2001,22,0.2833975951295944,10,0.3700590648172548,0.45454545454545453,77914.4862745098,intermittent,Tepa,Babar Barat,Maluku Barat Daya,-7.868893858962797,129.61975414434895
81.08.04.2002,22,0.24375752513480226,6,0.41574036812559056,0.2727272727272727,17697.803921568626,intermittent,Imroing,Babar Barat,Maluku Barat Daya,-7.916478086346277,129.6571242625136
81.08.04.2003,22,0.2436173806746274,10,0.38094009801011813,0.45454545454545453,34242.75294117647,intermittent,Tela,Babar Barat,Maluku Barat Daya,-7.99006947088401,129.68776294203113
81.08.04.2004,22,0.22439956908895417,4,0.3799637632416533,0.18181818181818182,28708.0,intermittent,Yaltubung,Babar Barat,Maluku Barat Daya,-7.818682997869196,129.72236630737498
81.08.04.2005,22,0.22880508051403872,5,0.4077580295868112,0.22727272727272727,14119.258823529412,intermittent,Wanuwui,Babar Barat,Maluku Barat Daya,-7.835272807869208,129.68813293329458
81.08.04.2006,22,0.2408209362868201,7,0.3936676521032017,0.3181818181818182,24516.10980392157,intermittent,Letsiara,Babar Barat,Maluku Barat Daya,-7.834574748591757,129.63358122430353
81.08.04.2015,22,0.23501376127674029,5,0.4770165870651184,0.22727272727272727,3236.0,intermittent,Lewah,Babar Barat,Maluku Barat Daya,-7.559506630979906,129.7117034414038
81.08.04.2016,22,0.22740998796677353,4,0.5576807991469441,0.18181818181818182,5467.7490196078425,intermittent,Hertuti,Babar Barat,Maluku Barat Daya,-7.5603115405992005,129.68950308132335
81.08.04.2017,22,0.22250892068618044,4,0.5225372608384099,0.18181818181818182,4468.686274509804,intermittent,Sinairusi,Babar Barat,Maluku Barat Daya,-7.544135094566131,129.67242215776025
81.08.05.2001,22,0.33636363652889045,13,0.41252520509385,0.5909090909090909,54445.85490196079,intermittent,Letwurung,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.908305999712875,129.8366551095636
81.08.05.2002,22,0.27615460218942683,9,0.4172793343202677,0.4090909090909091,28759.0,intermittent,Yatoke,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.8580199494064855,129.814366769618
81.08.05.2003,22,0.26950682481300414,7,0.38200144942868447,0.3181818181818182,36701.09803921569,intermittent,Kroing,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.884443376990139,129.81464788335566
81.08.05.2004,22,0.24008429658924374,6,0.38220484610284955,0.2727272727272727,9404.474509803922,intermittent,Nakarhamto,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.844101266946966,129.77494282463846
81.08.05.2005,22,0.23932210018201522,8,0.377892973604709,0.36363636363636365,16005.18431372549,intermittent,Emplawas,Pulau-Pulau Babar Timur,Maluku Barat Daya,-8.018683763842194,129.73201688318153
81.08.05.2006,22,0.2688261875307545,9,0.3928948815071358,0.4090909090909091,17615.11764705882,intermittent,Kokwari,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.908374273110005,129.79491285974822
81.08.05.2007,22,0.2583727780241971,7,0.4282457790775907,0.3181818181818182,15401.47450980392,intermittent,Ahanari,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.9440592906284495,129.7830715719854
81.08.05.2008,22,0.2570870926044049,7,0.4125897601625131,0.3181818181818182,18762.403921568628,intermittent,Wakpapapi,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.924565934618682,129.7857061761214
81.08.05.2009,22,0.24535241960022358,8,0.3779369627734462,0.36363636363636365,8278.823529411766,intermittent,Analutur,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.944586037494144,129.76320959301802
81.08.05.2010,22,0.23356601639496272,8,0.36696520287559,0.36363636363636365,10036.35294117647,intermittent,Manuweri,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.957538928483291,129.76293156206276
81.08.05.2011,22,0.23978479368039957,6,0.3525800350371814,0.2727272727272727,7347.9607843137255,intermittent,Tutuwawang,Pulau-Pulau Babar Timur,Maluku Barat Daya,-7.986425738958184,129.7543268480787
81.08.06.2001,22,0.25120464139548837,8,0.4537012748553281,0.36363636363636365,76639.61176470587,intermittent,Ilwaki,Wetar Selatan,Maluku Barat Daya,-7.851076580408304,126.40090207577776
81.08.06.2002,22,0.2619950379127868,9,0.4829741034200025,0.4090909090909091,10599.345098039215,intermittent,Ilputih,Wetar Selatan,Maluku Barat Daya,-7.798301270872349,126.47654127787271
81.08.06.2003,22,0.2714829805008664,7,0.5852955263837811,0.3181818181818182,0.0,data_gap,Mahuan,Wetar Selatan,Maluku Barat Daya,-7.769963201640493,126.56625668801331
81.08.06.2004,22,0.26147514261005456,8,0.5303485099444452,0.36363636363636365,22654.392156862745,intermittent,Masapun,Wetar Selatan,Maluku Barat Daya,-7.745253179656113,126.6399199378198
81.08.06.2021,22,0.22727963295283155,7,0.5702991611335205,0.3181818181818182,52543.1137254902,intermittent,Arnau,Wetar Selatan,Maluku Barat Daya,-7.830259231432053,126.09632599561644
81.08.06.2023,22,0.25665366434665654,8,0.4906663027251735,0.36363636363636365,20503.0,intermittent,Hiay,Wetar Selatan,Maluku Barat Daya,-7.859045449912272,126.28848018197027
81.08.07.2001,22,0.49057877914454323,16,0.5039072222522385,0.7272727272727273,64875.77254901961,intermittent,Wonreli,Kisar Selatan,Maluku Barat Daya,-8.059429871605898,127.17323828178347
81.08.07.2002,22,0.30070161199384504,13,0.49669187755565625,0.5909090909090909,677.5411764705882,data_gap,Lekloor,Kisar Selatan,Maluku Barat Daya,-8.076095581478663,127.17246270094935
81.08.07.2003,22,1.0610895684811226,18,0.5639129355326492,0.8181818181818182,33568.647058823524,lit_stable,Kota Lama,Kisar Selatan,Maluku Barat Daya,-8.065928912450804,127.16282288422076
81.08.07.2004,22,0.5968847865022271,17,0.5412190852801245,0.7727272727272727,22217.035294117646,lit_stable,Abusur,Kisar Selatan,Maluku Barat Daya,-8.081624092249191,127.17702564042642
81.08.07.2005,22,0.3560025124913505,16,0.5238632487611027,0.7272727272727273,6463.764705882353,intermittent,Oirata Timur,Kisar Selatan,Maluku Barat Daya,-8.086769577651049,127.20983456411652
81.08.07.2006,22,0.31141025788618093,13,0.569515196174777,0.5909090909090909,0.0,data_gap,Oirata Barat,Kisar Selatan,Maluku Barat Daya,-8.099844640427179,127.19633063471638
81.08.08.2001,22,0.30758296214220693,13,0.614951981179204,0.5909090909090909,27351.709803921567,intermittent,Laitutun,Pulau Leti,Maluku Barat Daya,-8.190592333657143,127.74331432362985
81.08.08.2002,22,0.3605346133364823,14,0.6581255962264266,0.6363636363636364,48327.18823529412,intermittent,Batumiau,Pulau Leti,Maluku Barat Daya,-8.175315258567144,127.71110761548209
81.08.08.2003,22,0.3410497507237973,15,0.5855501535864713,0.6818181818181818,40742.98823529412,intermittent,Tutukey,Pulau Leti,Maluku Barat Daya,-8.174594489970575,127.68863823160726
81.08.08.2004,22,0.34957807233517657,15,0.502151401782281,0.6818181818181818,99982.8431372549,intermittent,Tomra,Pulau Leti,Maluku Barat Daya,-8.193271043468902,127.66880767565404
81.08.08.2005,22,0.25439123510329215,10,0.5534192952607675,0.45454545454545453,39380.47843137255,intermittent,Nuwewang,Pulau Leti,Maluku Barat Daya,-8.208648923763162,127.6350463164272
81.08.08.2006,22,0.27123059001201705,8,0.4161171130907239,0.36363636363636365,13777.0,intermittent,Tutuwaru,Pulau Leti,Maluku Barat Daya,-8.223183424913168,127.66175854018157
81.08.08.2007,22,0.2648911349641808,10,0.5087635569307617,0.45454545454545453,40894.0,intermittent,Luhuely,Pulau Leti,Maluku Barat Daya,-8.20207439108557,127.71226778031802
81.08.09.2001,22,0.28737401952756475,10,0.3672325870470333,0.45454545454545453,10083.905882352941,intermittent,Latalola Besar,Pulau Masela,Maluku Barat Daya,-8.132253361549452,129.87203984541645
81.08.09.2002,22,0.2622455082732552,6,0.31882729181843006,0.2727272727272727,7785.858823529412,intermittent,Serili,Pulau Masela,Maluku Barat Daya,-8.115070349057973,129.90934426148354
81.08.09.2003,22,0.292332433764554,11,0.3119760938588073,0.5,7539.321568627451,intermittent,Latalola Kecil,Pulau Masela,Maluku Barat Daya,-8.136967865041054,129.88793214500933
81.08.09.2004,22,0.2719026511139443,9,0.33950632538329134,0.4090909090909091,2376.3411764705884,intermittent,Telalora,Pulau Masela,Maluku Barat Daya,-8.19706126308649,129.84521359784492
81.08.09.2005,22,0.3155260585841879,13,0.25176989779686515,0.5909090909090909,9518.450980392157,intermittent,Marsela,Pulau Masela,Maluku Barat Daya,-8.15415330412027,129.8658939399399
81.08.09.2006,22,0.25518985167988983,7,0.26692609417629737,0.3181818181818182,2480.9607843137255,intermittent,Babiotang,Pulau Masela,Maluku Barat Daya,-8.184370273921232,129.84706301789348
81.08.09.2007,22,0.2547763314911654,8,0.3453422633358395,0.36363636363636365,4978.333333333333,intermittent,Iblatmuntah,Pulau Masela,Maluku Barat Daya,-8.203255553540536,129.82619847932776
81.08.09.2008,22,0.28359586225481254,10,0.2550028868114184,0.45454545454545453,2784.9411764705883,intermittent,Ilbutung,Pulau Masela,Maluku Barat Daya,-8.1653332110319,129.85933109601487
81.08.09.2009,22,0.2641028155644072,5,0.24753066275028782,0.22727272727272727,4246.882352941177,intermittent,Lawawang,Pulau Masela,Maluku Barat Daya,-8.180491476437648,129.83555604456424
81.08.09.2010,22,0.27162154443195796,7,0.3517901852919264,0.3181818181818182,5992.0,intermittent,Nura,Pulau Masela,Maluku Barat Daya,-8.15523458373932,129.8485468500291
81.08.09.2011,22,0.2861686754238653,9,0.2811159059073566,0.4090909090909091,6680.0745098039215,intermittent,Bululora,Pulau Masela,Maluku Barat Daya,-8.146969334812425,129.8736647181372
81.08.10.2001,22,0.2544059889094447,6,0.41449785205445105,0.2727272727272727,16231.0,intermittent,Watuwei,Dawelor Dawera,Maluku Barat Daya,-7.762533696094371,130.04967861797596
81.08.10.2002,22,0.27001284673695164,7,0.5090309870239527,0.3181818181818182,12880.0,intermittent,Ilmarang,Dawelor Dawera,Maluku Barat Daya,-7.731751273700535,130.00334546506753
81.08.10.2003,22,0.24328723206910036,6,0.46598609092833443,0.2727272727272727,6211.0,intermittent,Letmasa,Dawelor Dawera,Maluku Barat Daya,-7.733541573584864,130.01594904793447
81.08.10.2004,22,0.23904572342860791,5,0.48794296719956476,0.22727272727272727,4638.870588235294,intermittent,Welora,Dawelor Dawera,Maluku Barat Daya,-7.711671415170168,130.00112454909006
81.08.10.2005,22,0.2632706273735755,7,0.35452451003195695,0.3181818181818182,6198.0,intermittent,Wiratan,Dawelor Dawera,Maluku Barat Daya,-7.7643894837760845,130.07940009893437
81.08.10.2006,22,0.2523589519066388,5,0.361909193792203,0.22727272727272727,3222.0,intermittent,Nurnyaman,Dawelor Dawera,Maluku Barat Daya,-7.777622120007531,130.0773688764411
81.08.11.2001,22,0.25044457166290074,7,0.4700009924868468,0.3181818181818182,10215.121568627452,intermittent,Herley,Pulau Wetang,Maluku Barat Daya,-7.881287954545325,129.54539277737143
81.08.11.2002,22,0.241062374486458,6,0.4665849655988556,0.2727272727272727,14548.0,intermittent,Upuhupun,Pulau Wetang,Maluku Barat Daya,-7.912859633603687,129.55368731911426
81.08.11.2003,22,0.24603977599367827,6,0.4739865915460803,0.2727272727272727,3706.7411764705885,intermittent,Pota Besar,Pulau Wetang,Maluku Barat Daya,-7.935633994729054,129.54749194202856
81.08.11.2004,22,0.21857072310522202,4,0.5059069272996021,0.18181818181818182,9099.0,intermittent,Pota Kecil,Pulau Wetang,Maluku Barat Daya,-7.935673043455652,129.5307738258288
81.08.11.2005,22,0.23065855049252482,4,0.4850195517802838,0.18181818181818182,8577.0,intermittent,Wasarili,Pulau Wetang,Maluku Barat Daya,-7.912871562492572,129.5288867684429
81.08.11.2006,22,0.2579475827665339,8,0.48220749662131734,0.36363636363636365,9868.0,intermittent,Rumahlewang Kecil,Pulau Wetang,Maluku Barat Daya,-7.8691308373873765,129.52984390573752
81.08.11.2007,22,0.2577729345827499,8,0.4633284888609636,0.36363636363636365,20403.0,intermittent,Rumahlewang Besar,Pulau Wetang,Maluku Barat Daya,-7.887309280912155,129.529900353418
81.08.11.2008,22,0.2638688021472523,4,0.47215740894552855,0.18181818181818182,9684.0,intermittent,Nusiata,Pulau Wetang,Maluku Barat Daya,-7.853178751295746,129.5218758333462
81.08.12.2001,22,0.24804494835919444,5,0.43435743233598567,0.22727272727272727,12436.282352941176,intermittent,Ketty,Pulau Lakor,Maluku Barat Daya,-8.259166346526326,128.16770148302695
81.08.12.2002,22,0.2531226829664681,5,0.40306279426002717,0.22727272727272727,57854.82745098039,intermittent,Letoda,Pulau Lakor,Maluku Barat Daya,-8.24173117291964,128.12134098626413
81.08.12.2003,22,0.24332163245747895,7,0.40315604083894124,0.3181818181818182,14791.0,intermittent,Sera,Pulau Lakor,Maluku Barat Daya,-8.221252488600294,128.17824271474407
81.08.12.2004,22,0.22973268958644488,7,0.4494679942505237,0.3181818181818182,16312.235294117647,intermittent,Yamluli,Pulau Lakor,Maluku Barat Daya,-8.224801214726126,128.20862029411802
81.08.12.2005,22,0.2361291258697154,6,0.44625538455664443,0.2727272727272727,19208.0,intermittent,Lolotuara,Pulau Lakor,Maluku Barat Daya,-8.259234356953419,128.20599527833338
81.08.13.2001,22,0.22915257221868984,6,0.5418048111280682,0.2727272727272727,15220.729411764705,intermittent,Nabar,Wetar Utara,Maluku Barat Daya,-7.702344460434992,125.9638993914763
81.08.13.2002,22,0.22625980293808473,6,0.41454446396206057,0.2727272727272727,23905.254901960783,intermittent,Elsulith,Wetar Utara,Maluku Barat Daya,-7.7094483775622304,126.0196463523787
81.08.13.2003,22,0.23110576181917358,5,0.9481864168141433,0.22727272727272727,0.0,data_gap,Naumatang,Wetar Utara,Maluku Barat Daya,-7.728787023499732,126.08960736944898
81.08.13.2004,22,0.28977138638629957,10,0.4605210642316235,0.45454545454545453,12256.141176470588,intermittent,Lurang,Wetar Utara,Maluku Barat Daya,-7.748311892247448,126.20971681776092
81.08.13.2005,22,0.5789013349762173,18,0.4827317774808351,0.8181818181818182,97132.05882352941,lit_stable,Uhak,Wetar Utara,Maluku Barat Daya,-7.657800825930047,126.45544465804699
81.08.13.2006,22,0.2419410702937383,4,0.40996896388211507,0.18181818181818182,13235.462745098039,intermittent,Eray,Wetar Utara,Maluku Barat Daya,-7.7500537413509045,125.93110655405246
81.08.14.2001,22,0.24481845385478984,7,0.9425402455990071,0.3181818181818182,11355.533333333333,intermittent,Telemar,Wetar Barat,Maluku Barat Daya,-7.8696075254861535,125.9381198571978
81.08.14.2002,22,0.24990853690193165,6,0.5062545478322454,0.2727272727272727,15656.070588235294,intermittent,Karbubu,Wetar Barat,Maluku Barat Daya,-7.93323773833486,125.86914885472788
81.08.14.2003,22,0.24398335473778876,6,1.5040049991130626,0.2727272727272727,36616.48627450981,intermittent,Ustutun,Wetar Barat,Maluku Barat Daya,-8.008625407034016,125.74281269353847
81.08.14.2004,22,0.24539474717843718,4,0.9496340204823008,0.18181818181818182,19303.811764705883,intermittent,Klishatu,Wetar Barat,Maluku Barat Daya,-7.917420081491518,125.82712739273312
81.08.14.2005,22,0.22697885996493508,4,0.5197338691187574,0.18181818181818182,10118.901960784315,intermittent,Ilmamau,Wetar Barat,Maluku Barat Daya,-7.809981578258073,125.88871969784773
81.08.15.2001,22,0.23922622765016907,6,0.5436668534904446,0.2727272727272727,9577.0,intermittent,Moning,Wetar Timur,Maluku Barat Daya,-7.646044906480519,126.63046902540401
81.08.15.2002,22,0.22607039684769129,4,0.4972272967587351,0.18181818181818182,17638.317647058826,intermittent,Arwala,Wetar Timur,Maluku Barat Daya,-7.675388346628106,126.74997304848908
81.08.15.2003,22,0.2428763273263089,5,0.5324180424551284,0.22727272727272727,7821.0,intermittent,Ilway,Wetar Timur,Maluku Barat Daya,-7.69477262098355,126.80175301435095
81.08.15.2004,22,0.21439916685843693,6,0.486795788858672,0.2727272727272727,34834.39215686274,intermittent,Kahilin,Wetar Timur,Maluku Barat Daya,-7.719926164444024,126.75612036753525
81.08.15.2005,22,0.25975984710599415,5,0.5477839659596565,0.22727272727272727,0.0,data_gap,Ilpokil,Wetar Timur,Maluku Barat Daya,-7.701242144996135,126.61351804060915
81.08.15.2006,22,0.26409355271364143,9,0.4845000832814629,0.4090909090909091,0.0,data_gap,Tomliapat,Wetar Timur,Maluku Barat Daya,-7.719978472127175,126.51680943944653
81.08.16.2001,22,0.251008704813149,10,0.5249030181013277,0.45454545454545453,46753.2862745098,intermittent,Hila,Kepulauan Roma,Maluku Barat Daya,-7.5931866845793,127.36404202642855
81.08.16.2002,22,0.25318952334447387,6,0.5638061163937568,0.2727272727272727,60309.65490196078,intermittent,Jerusu,Kepulauan Roma,Maluku Barat Daya,-7.576080766567591,127.44734728765943
81.08.16.2003,22,0.2236902509971701,6,0.6839064600924496,0.2727272727272727,17688.0,intermittent,Solath,Kepulauan Roma,Maluku Barat Daya,-7.5200924935358,127.3768280588778
81.08.17.2001,22,0.3030136897902722,12,0.5425790069410613,0.5454545454545454,2737.2,intermittent,Purpura,Kisar Utara,Maluku Barat Daya,-8.0220397626187,127.1841219115445
81.08.17.2002,22,0.41099549552351144,18,0.44197081769779817,0.8181818181818182,9905.474509803922,lit_stable,Nomaha,Kisar Utara,Maluku Barat Daya,-8.034651334523804,127.19087997391142
81.08.17.2003,22,0.37937021704399054,16,0.4724347284507009,0.7272727272727273,5941.466666666667,intermittent,Labelau,Kisar Utara,Maluku Barat Daya,-8.031514098911321,127.15909531831147
81.09.01.2001,22,0.21042564747758807,3,0.6030671855662668,0.13636363636363635,40416.83529411765,dark_settled,Wamkana,Namrole,Buru Selatan,-3.7171586491369255,126.6329867225912
81.09.01.2002,22,0.2068327702976685,3,0.5639717331493673,0.13636363636363635,23789.427450980394,dark_settled,Waenalut,Namrole,Buru Selatan,-3.6551481788796694,126.66415594807684
81.09.01.2003,22,0.2163924841441656,3,0.635859183277874,0.13636363636363635,64654.78431372548,dark_settled,Lektama,Namrole,Buru Selatan,-3.7288277625227066,126.71118360443793
81.09.01.2004,22,0.2595967905415424,8,0.6798923051629036,0.36363636363636365,23759.486274509803,intermittent,Fatmite,Namrole,Buru Selatan,-3.7839857392969667,126.72027786406704
81.09.01.2005,22,0.2585188874308829,8,0.6337698844503481,0.36363636363636365,201668.94901960788,intermittent,Elfule,Namrole,Buru Selatan,-3.7397420371382664,126.75033022482394
81.09.01.2006,22,0.2195049610141494,3,0.7484348438117732,0.13636363636363635,25332.60392156863,dark_settled,Leku,Namrole,Buru Selatan,-3.8045801311297383,126.78853498055932
81.09.01.2007,22,0.2045755127196855,2,0.7173170189736238,0.09090909090909091,65280.42352941175,dark_settled,Oki Baru,Namrole,Buru Selatan,-3.7274104374079013,126.8118847087619
81.09.01.2008,22,0.20281058407622932,4,0.7287371700195445,0.18181818181818182,56934.06274509804,intermittent,Oki Lama,Namrole,Buru Selatan,-3.721931291913313,126.83954186552756
81.09.01.2009,22,1.3639591671511946,16,0.6612768624375637,0.7272727272727273,177121.90980392156,intermittent,Labuang,Namrole,Buru Selatan,-3.8313009774424858,126.73784290012938
81.09.01.2010,22,0.34382233258213835,16,0.6498802403713042,0.7272727272727273,47558.73333333333,intermittent,Wali,Namrole,Buru Selatan,-3.817192862093341,126.75992633059712
81.09.01.2011,22,0.1991452461794701,3,0.6518406909612837,0.13636363636363635,22453.4,dark_settled,Tikbary,Namrole,Buru Selatan,-3.7674195437839937,126.79536364207019
81.09.01.2012,22,1.38660151384423,15,0.7247421691497664,0.6818181818181818,17955.603921568625,intermittent,Masnana,Namrole,Buru Selatan,-3.8503521742009714,126.74159181704876
81.09.01.2013,22,0.2812232061735333,10,0.6358319566284214,0.45454545454545453,7590.0,intermittent,Kamlanglale,Namrole,Buru Selatan,-3.8295633167531795,126.69919196873175
81.09.01.2014,22,0.19154166495391278,2,0.7252033319281174,0.09090909090909091,8291.36862745098,dark_settled,Waenono,Namrole,Buru Selatan,-3.7828859066938216,126.75828159110858
81.09.01.2015,22,0.2215771600911841,3,0.7068022804769636,0.13636363636363635,0.0,data_gap,Namrinat,Namrole,Buru Selatan,-3.805559362854238,126.69477509537735
81.09.01.2016,22,0.33739999462451253,15,0.5743062542550126,0.6818181818181818,19649.0,intermittent,Waefusi,Namrole,Buru Selatan,-3.8589438289112867,126.68898347304007
81.09.01.2017,22,0.22453058072250562,6,0.5948428027653161,0.2727272727272727,11019.203921568627,intermittent,Batu Tulis,Namrole,Buru Selatan,-3.8228793327267203,126.6210230139338
81.09.02.2001,22,0.23898835082907138,6,0.62110085227221,0.2727272727272727,29139.62745098039,intermittent,Waetawa,Waesama,Buru Selatan,-3.6407366889095867,127.18941089059514
81.09.02.2002,22,0.22095942786596706,3,0.608907691459459,0.13636363636363635,40536.509803921566,dark_settled,Waesili,Waesama,Buru Selatan,-3.6022148289175298,127.15928580029424
81.09.02.2003,22,0.20289489402469174,3,0.5883794581952422,0.13636363636363635,67104.0156862745,dark_settled,Lena,Waesama,Buru Selatan,-3.58219932162728,127.11887684635857
81.09.02.2004,22,0.20505851522860996,3,0.6185768118586488,0.13636363636363635,39043.8862745098,dark_settled,Simi,Waesama,Buru Selatan,-3.5993044416199695,127.06432563482188
81.09.02.2005,22,0.2016790856288801,3,0.6878311736696123,0.13636363636363635,58136.7568627451,dark_settled,Waelikut,Waesama,Buru Selatan,-3.6891660832493987,126.94443212608452
81.09.02.2006,22,0.2499160549681993,3,0.5896055229134554,0.13636363636363635,85186.8705882353,dark_settled,Wamsisi,Waesama,Buru Selatan,-3.7506713923267228,126.93706491332786
81.09.02.2007,22,0.21269582312406093,2,0.6472794088718485,0.09090909090909091,28406.137254901958,dark_settled,Pohon Batu,Waesama,Buru Selatan,-3.7052578415720925,126.88009045826472
81.09.02.2008,22,0.20181828341811783,3,0.6581586583251878,0.13636363636363635,27494.0,dark_settled,Waeteba,Waesama,Buru Selatan,-3.646305912537692,127.01665452042916
81.09.02.2009,22,0.19498093767411365,2,0.7114548470804818,0.09090909090909091,32916.61568627451,dark_settled,Hote,Waesama,Buru Selatan,-3.750642332847674,126.87773250566889
81.09.02.2010,22,0.2211403059707108,4,0.7037944746674143,0.18181818181818182,34575.0,intermittent,Waemasing,Waesama,Buru Selatan,-3.6941302865369323,126.9960246828434
81.09.02.2011,22,0.23030950057818794,5,0.66338717982087,0.22727272727272727,19736.78431372549,intermittent,Batu Kasa,Waesama,Buru Selatan,-3.6833784842483617,127.03150001597741
81.09.03.2001,22,0.2637099787710713,8,0.5613752073663857,0.36363636363636365,25082.274509803923,intermittent,Lumoy,Ambalau,Buru Selatan,-3.8456484019020696,127.21922254446419
81.09.03.2002,22,0.26626274878294753,7,0.5146004521865968,0.3181818181818182,21104.909803921568,intermittent,Masawoy,Ambalau,Buru Selatan,-3.8364720278531768,127.19485500196308
81.09.03.2003,22,0.2769090919425037,10,0.5632135376283138,0.45454545454545453,15024.639215686277,intermittent,Ulima,Ambalau,Buru Selatan,-3.838200103986942,127.17698819481551
81.09.03.2004,22,0.2358512190693035,7,0.5979419748494385,0.3181818181818182,20208.070588235292,intermittent,Kampung Baru,Ambalau,Buru Selatan,-3.8492342924611145,127.16224157616618
81.09.03.2005,22,0.23455392816424686,5,0.5647130962499451,0.22727272727272727,17187.63137254902,intermittent,Siwar,Ambalau,Buru Selatan,-3.8778128506125418,127.17833128227622
81.09.03.2006,22,0.28575526203625046,10,0.5527738037276706,0.45454545454545453,16944.266666666666,intermittent,Selasi,Ambalau,Buru Selatan,-3.871158759495092,127.19980348867104
81.09.03.2007,22,0.29957233227184143,12,0.6141774366175917,0.5454545454545454,16209.819607843134,intermittent,Elara,Ambalau,Buru Selatan,-3.8764956073992636,127.22112616217612
81.09.04.2001,22,0.18964225123700823,4,0.6455927051634048,0.18181818181818182,35356.1137254902,intermittent,Balpetu,Kepala Madan,Buru Selatan,-3.151702748682161,126.09699759008271
81.09.04.2002,22,0.18197912938743527,2,0.6598872877754655,0.09090909090909091,19663.882352941175,dark_settled,Waekeka,Kepala Madan,Buru Selatan,-3.181893056761438,126.07135971503021
81.09.04.2003,22,0.19963881117671978,3,0.6463034597862768,0.13636363636363635,35873.10980392157,dark_settled,Biloro,Kepala Madan,Buru Selatan,-3.202569779142602,126.05097180383629
81.09.04.2004,22,0.22419876791064644,4,0.6223819882352353,0.18181818181818182,21252.317647058826,intermittent,Nanali,Kepala Madan,Buru Selatan,-3.221467562716292,126.03493421223178
81.09.04.2005,22,0.2939385579803153,11,0.5393148046295019,0.5,21353.309803921573,intermittent,Pasir Putih,Kepala Madan,Buru Selatan,-3.234697581054545,126.00147444346557
81.09.04.2006,22,0.19683816238576451,4,0.661577691321241,0.18181818181818182,18820.26274509804,intermittent,Fogi,Kepala Madan,Buru Selatan,-3.3137809941047904,126.07980715079178
81.09.04.2007,22,0.19941925396786025,5,0.6494965975479564,0.22727272727272727,45597.399999999994,intermittent,Waepandan,Kepala Madan,Buru Selatan,-3.379448434798794,126.10726383327845
81.09.04.2008,22,0.1906111228596405,4,0.602005657906906,0.18181818181818182,23198.623529411765,intermittent,Walbele,Kepala Madan,Buru Selatan,-3.411776898078364,126.18498743501527
81.09.04.2009,22,0.18626314898449436,3,0.6486154250824491,0.13636363636363635,6377.5568627450975,dark_settled,Air Ternate,Kepala Madan,Buru Selatan,-3.26802467565465,126.05593345889437
81.09.04.2010,22,0.25831055830490124,8,1.2173787038904282,0.36363636363636365,34611.37254901961,intermittent,Sekat,Kepala Madan,Buru Selatan,-3.553413554478869,126.2021116620161
81.09.04.2011,22,0.22914630588980084,4,0.7132748367587611,0.18181818181818182,6265.0,intermittent,Waeha,Kepala Madan,Buru Selatan,-3.354418314205899,126.05779913914077
81.09.04.2012,22,0.2316177909330832,4,0.6938167743931719,0.18181818181818182,10838.392156862745,intermittent,Bala-bala,Kepala Madan,Buru Selatan,-3.3455538792760358,126.04458944945723
81.09.04.2013,22,0.22427043172777775,5,0.6374603264827093,0.22727272727272727,10533.2,intermittent,Batu Layar,Kepala Madan,Buru Selatan,-3.462255438005477,126.10086657690617
81.09.04.2014,22,0.22184395089437509,6,0.6503927510164821,0.2727272727272727,10226.0,intermittent,Siopot,Kepala Madan,Buru Selatan,-3.485429790631587,126.13014008400924
81.09.04.2015,22,0.22133358993722063,5,0.564480946113371,0.22727272727272727,7739.866666666666,intermittent,Emguhen,Kepala Madan,Buru Selatan,-3.4117881461132447,126.24376544298701
81.09.05.2001,22,0.22640296568455812,5,0.6117716144029146,0.22727272727272727,42422.22352941177,intermittent,Waemulang,Leksula,Buru Selatan,-3.4785239459954616,126.28971395818706
81.09.05.2002,22,0.19684454795950235,4,0.5869989002870096,0.18181818181818182,22394.98431372549,intermittent,Waeturen,Leksula,Buru Selatan,-3.5294922176488637,126.33648316950523
81.09.05.2003,22,0.20839735627897815,4,0.5504566094630968,0.18181818181818182,15360.411764705881,intermittent,Waehaka,Leksula,Buru Selatan,-3.53700205625562,126.3828794733414
81.09.05.2004,22,0.24551129133734292,8,0.6143943538083579,0.36363636363636365,24149.949019607844,intermittent,Waemala,Leksula,Buru Selatan,-3.6922152148544085,126.36507635903939
